UserID,UserName,Age,Gender,Location,LastLogin,PurchaseAmount,PurchaseCategory,ReviewScore,LoginFrequency
24,User_24,55,Male,Location_24,2023-11-17,1.2090066329069664,Clothing,1.4201432553937765,Daily
25,User_25,43,Male,Location_25,2023-09-01,1.569667076594452,Books,0.7198753779806717,Daily
26,User_26,31,Male,Location_26,2023-07-08,-0.5908276966488523,Home & Garden,1.4201432553937765,Daily
27,User_27,26,Female,Location_27,2023-12-10,-0.6532496965178403,Food,1.4201432553937765,Weekly
28,User_28,27,Female,Location_28,2023-05-15,0.6818875229021794,Electronics,-1.3809282542586425,Daily
29,User_29,38,Male,Location_29,2023-01-18,1.6320890764634401,Food,-1.3809282542586425,Weekly
30,User_30,69,Male,Location_30,2023-02-14,-0.8058368073086996,Clothing,0.019607500567566948,Weekly
31,User_31,34,Male,Location_31,2023-01-25,1.6182175209369982,Home & Garden,-1.3809282542586425,Daily
32,User_32,69,Male,Location_32,2023-02-13,-0.9341486959282859,Books,-1.3809282542586425,Daily
33,User_33,23,Female,Location_33,2023-11-30,0.9870617444838982,Clothing,-1.3809282542586425,Monthly
34,User_34,33,Female,Location_34,2023-02-09,-1.2358550286283942,Clothing,1.4201432553937765,Weekly
35,User_35,65,Male,Location_35,2023-09-21,-1.1491578065881332,Food,1.4201432553937765,Weekly
36,User_36,18,Male,Location_36,2023-08-03,-0.6983322519787759,Food,-1.3809282542586425,Daily
37,User_37,36,Female,Location_37,2023-09-01,-0.9549560292179485,Home & Garden,-0.6806603768455378,Daily
38,User_38,53,Male,Location_38,2023-10-11,0.7408416338895568,Food,-1.3809282542586425,Daily
39,User_39,42,Female,Location_39,2023-09-21,1.2263460773150185,Electronics,-1.3809282542586425,Daily
40,User_40,67,Female,Location_40,2023-10-04,1.167391966327641,Home & Garden,0.019607500567566948,Monthly
41,User_41,69,Male,Location_41,2023-05-08,-1.0243138068501574,Books,-1.3809282542586425,Daily
42,User_42,47,Male,Location_42,2023-10-14,0.1963830794767177,Electronics,-1.3809282542586425,Monthly
43,User_43,37,Female,Location_43,2023-09-10,0.22412619052960123,Clothing,0.019607500567566948,Daily
44,User_44,37,Female,Location_44,2023-07-30,0.6541444118492958,Food,-1.3809282542586425,Daily
45,User_45,32,Male,Location_45,2023-01-25,-1.5895796945526592,Books,-1.3809282542586425,Weekly
46,User_46,57,Female,Location_46,2023-12-31,0.26227296822731605,Home & Garden,0.7198753779806717,Daily
47,User_47,50,Male,Location_47,2023-04-11,1.639024854226661,Food,0.019607500567566948,Weekly
48,User_48,19,Male,Location_48,2023-09-08,-0.5006625857269809,Electronics,0.019607500567566948,Weekly
49,User_49,27,Female,Location_49,2023-01-29,-0.8301120294799726,Clothing,0.7198753779806717,Daily
50,User_50,50,Female,Location_50,2023-10-29,-1.3190843617870447,Clothing,0.019607500567566948,Monthly
51,User_51,49,Male,Location_51,2023-04-29,-1.131818362180081,Food,-0.6806603768455378,Weekly
52,User_52,28,Male,Location_52,2023-02-12,-1.1422220288249123,Home & Garden,1.4201432553937765,Daily
53,User_53,70,Female,Location_53,2023-06-26,0.9558507445494041,Home & Garden,1.4201432553937765,Monthly
54,User_54,41,Male,Location_54,2023-11-08,0.04726385756746876,Food,0.019607500567566948,Weekly
55,User_55,53,Male,Location_55,2023-03-15,-0.37581858598900497,Food,1.4201432553937765,Weekly
56,User_56,29,Male,Location_56,2023-08-28,-1.3121485840238238,Food,-1.3809282542586425,Weekly
57,User_57,68,Female,Location_57,2023-12-13,0.8830250780355849,Books,-1.3809282542586425,Weekly
58,User_58,46,Female,Location_58,2023-06-18,0.019520746514585234,Food,-0.6806603768455378,Monthly
59,User_59,52,Female,Location_59,2023-06-03,-1.620790694487153,Books,0.7198753779806717,Monthly
60,User_60,18,Male,Location_60,2023-08-29,-0.08104803105211754,Electronics,1.4201432553937765,Daily
61,User_61,18,Female,Location_61,2023-06-25,0.04032807980424788,Food,-0.6806603768455378,Weekly
62,User_62,54,Female,Location_62,2023-06-19,-0.7191395852684386,Food,1.4201432553937765,Weekly
63,User_63,23,Male,Location_63,2023-07-16,-1.0243138068501574,Home & Garden,-1.3809282542586425,Weekly
64,User_64,56,Male,Location_64,2023-06-07,1.6459606319898819,Food,-0.6806603768455378,Weekly
65,User_65,58,Female,Location_65,2023-08-10,1.2506212994862915,Books,-0.6806603768455378,Weekly
66,User_66,70,Female,Location_66,2023-06-30,-0.23363514184297693,Books,0.7198753779806717,Weekly
67,User_67,35,Female,Location_67,2023-08-21,-1.249726584154836,Food,-1.3809282542586425,Monthly
68,User_68,33,Female,Location_68,2023-09-27,1.2228781884334081,Books,-0.6806603768455378,Weekly
69,User_69,22,Male,Location_69,2023-03-29,-1.5791760279078277,Food,-1.3809282542586425,Monthly
70,User_70,59,Female,Location_70,2023-08-23,1.2263460773150185,Electronics,-1.3809282542586425,Daily
71,User_71,60,Female,Location_71,2023-02-17,1.0529516332344966,Books,0.019607500567566948,Monthly
72,User_72,49,Male,Location_72,2023-01-18,1.247153410604681,Books,0.019607500567566948,Daily
73,User_73,19,Male,Location_73,2023-07-16,0.8587498558643119,Books,0.7198753779806717,Daily
74,User_74,19,Female,Location_74,2023-02-05,0.8483461892194805,Books,-1.3809282542586425,Monthly
75,User_75,57,Female,Location_75,2023-09-21,-0.5388093634246957,Food,0.019607500567566948,Monthly
76,User_76,59,Female,Location_76,2023-10-01,-1.454332028169852,Food,1.4201432553937765,Weekly
77,User_77,53,Female,Location_77,2023-09-28,1.6667679652795444,Electronics,-1.3809282542586425,Weekly
78,User_78,56,Female,Location_78,2023-09-15,0.05766752421230008,Food,-0.6806603768455378,Daily
79,User_79,29,Male,Location_79,2023-10-02,0.29348396816181005,Books,-1.3809282542586425,Daily
80,User_80,64,Male,Location_80,2023-03-02,-0.25791036401425,Electronics,-0.6806603768455378,Monthly
81,User_81,36,Female,Location_81,2023-10-22,0.04032807980424788,Clothing,0.7198753779806717,Daily
82,User_82,45,Male,Location_82,2023-01-08,-0.15387369756593677,Home & Garden,0.019607500567566948,Weekly
83,User_83,18,Female,Location_83,2023-11-04,-0.0949195865785593,Electronics,1.4201432553937765,Monthly
84,User_84,32,Male,Location_84,2023-12-27,-1.1283504732984706,Home & Garden,0.019607500567566948,Weekly
85,User_85,53,Female,Location_85,2023-10-20,1.198602966262135,Books,-0.6806603768455378,Monthly
86,User_86,30,Female,Location_86,2023-01-22,-0.34807547493612145,Clothing,0.7198753779806717,Daily
87,User_87,60,Male,Location_87,2023-08-14,-0.785029474019037,Home & Garden,-0.6806603768455378,Daily
88,User_88,38,Female,Location_88,2023-05-14,-0.8578551405328562,Electronics,0.7198753779806717,Weekly
89,User_89,29,Female,Location_89,2023-05-21,-1.2289192508651734,Food,0.7198753779806717,Daily
90,User_90,22,Female,Location_90,2023-02-20,1.1500525219195887,Home & Garden,1.4201432553937765,Monthly
91,User_91,24,Female,Location_91,2023-06-09,-0.31339658612001703,Food,1.4201432553937765,Weekly
92,User_92,22,Female,Location_92,2023-12-17,0.8275388559298179,Home & Garden,0.019607500567566948,Weekly
93,User_93,65,Female,Location_93,2023-12-28,1.489905632317412,Books,1.4201432553937765,Daily
94,User_94,70,Male,Location_94,2023-07-05,-0.8197083628351414,Food,-0.6806603768455378,Daily
95,User_95,21,Male,Location_95,2023-10-27,0.84487830033787,Clothing,-0.6806603768455378,Monthly
96,User_96,30,Female,Location_96,2023-02-08,-1.6936163610009722,Electronics,0.7198753779806717,Daily
97,User_97,54,Female,Location_97,2023-02-07,-0.2232314751981456,Clothing,0.019607500567566948,Weekly
98,User_98,70,Male,Location_98,2023-04-15,-0.6081671410569045,Home & Garden,0.019607500567566948,Monthly
99,User_99,58,Male,Location_99,2023-11-23,1.6737037430427653,Home & Garden,0.019607500567566948,Weekly
100,User_100,32,Male,Location_0,2023-01-31,0.9593186334310146,Clothing,0.7198753779806717,Weekly
101,User_101,33,Male,Location_1,2023-01-31,-1.3190843617870447,Home & Garden,1.4201432553937765,Weekly
102,User_102,38,Female,Location_2,2023-03-10,-0.7018001408603863,Books,-1.3809282542586425,Daily
103,User_103,53,Female,Location_3,2023-08-04,0.38711696796529194,Electronics,-0.6806603768455378,Monthly
104,User_104,41,Male,Location_4,2023-05-29,-0.38969014151544673,Books,0.7198753779806717,Monthly
105,User_105,33,Male,Location_5,2023-02-17,-1.156093584351354,Food,-0.6806603768455378,Daily
106,User_106,31,Male,Location_6,2023-03-22,-0.8925340293489606,Electronics,1.4201432553937765,Daily
107,User_107,39,Male,Location_7,2023-04-11,0.9766580778390668,Electronics,1.4201432553937765,Daily
108,User_108,66,Female,Location_8,2023-09-24,-1.6901484721193618,Home & Garden,0.7198753779806717,Daily
109,User_109,67,Male,Location_9,2023-12-06,-0.1122590309866115,Food,0.7198753779806717,Weekly
110,User_110,23,Male,Location_10,2023-01-07,-1.738698916461908,Clothing,-1.3809282542586425,Weekly
111,User_111,59,Male,Location_11,2023-04-21,-0.7295432519132699,Food,0.019607500567566948,Daily
112,User_112,53,Female,Location_12,2023-06-05,0.3732454124388502,Clothing,-1.3809282542586425,Weekly
113,User_113,18,Female,Location_13,2023-10-21,-0.3584791415809528,Food,0.7198753779806717,Weekly
114,User_114,49,Female,Location_14,2023-04-21,0.9454470779045728,Food,-1.3809282542586425,Daily
115,User_115,23,Male,Location_15,2023-08-25,0.3420344125043562,Clothing,-0.6806603768455378,Weekly
116,User_116,48,Female,Location_16,2023-01-11,0.0021813021065330332,Books,1.4201432553937765,Daily
117,User_117,18,Female,Location_17,2023-09-09,-1.7282952498170767,Home & Garden,1.4201432553937765,Monthly
118,User_118,67,Male,Location_18,2023-05-05,-0.6151029188201254,Home & Garden,-1.3809282542586425,Monthly
119,User_119,68,Female,Location_19,2023-07-11,-1.3884421394192537,Home & Garden,0.019607500567566948,Daily
120,User_120,54,Male,Location_20,2023-02-24,-0.046369142236013135,Clothing,0.7198753779806717,Weekly
121,User_121,52,Female,Location_21,2023-12-22,1.254089188367902,Home & Garden,1.4201432553937765,Daily
122,User_122,66,Female,Location_22,2023-06-13,1.4621625212645284,Electronics,-1.3809282542586425,Monthly
123,User_123,47,Male,Location_23,2023-03-27,0.43219952342622764,Food,0.7198753779806717,Monthly
124,User_124,21,Male,Location_24,2023-01-15,0.26920874599053696,Clothing,1.4201432553937765,Daily
125,User_125,52,Female,Location_25,2023-11-19,1.042547966589665,Clothing,-1.3809282542586425,Daily
126,User_126,60,Female,Location_26,2023-08-13,-0.2648461417774709,Electronics,0.7198753779806717,Daily
127,User_127,31,Male,Location_27,2023-11-07,0.9697223000758459,Food,0.019607500567566948,Weekly
128,User_128,66,Female,Location_28,2023-12-27,1.365061632579436,Home & Garden,-1.3809282542586425,Daily
129,User_129,57,Male,Location_29,2023-11-20,-1.3468274728399283,Clothing,-1.3809282542586425,Daily
130,User_130,39,Male,Location_30,2023-09-20,-0.34807547493612145,Clothing,-1.3809282542586425,Weekly
131,User_131,27,Male,Location_31,2023-11-13,-0.4833231413189286,Clothing,1.4201432553937765,Weekly
132,User_132,18,Female,Location_32,2023-01-09,0.6194655230331915,Clothing,0.019607500567566948,Monthly
133,User_133,28,Female,Location_33,2023-01-08,-0.02902969782796093,Clothing,0.019607500567566948,Monthly
134,User_134,68,Female,Location_34,2023-10-18,1.625153298700219,Clothing,-1.3809282542586425,Daily
135,User_135,61,Female,Location_35,2023-08-02,1.056419522116107,Electronics,-1.3809282542586425,Monthly
136,User_136,41,Female,Location_36,2023-01-29,0.18251152395027595,Clothing,0.019607500567566948,Monthly
137,User_137,20,Male,Location_37,2023-12-11,-0.6185708077017358,Books,0.7198753779806717,Weekly
138,User_138,52,Female,Location_38,2023-08-08,-0.7572863629661534,Food,-1.3809282542586425,Weekly
139,User_139,53,Male,Location_39,2023-10-30,1.576602854357673,Food,0.019607500567566948,Weekly
140,User_140,48,Male,Location_40,2023-01-21,0.5327683009929304,Home & Garden,1.4201432553937765,Monthly
141,User_141,21,Female,Location_41,2023-12-03,0.876089300272364,Clothing,0.019607500567566948,Weekly
142,User_142,36,Male,Location_42,2023-03-14,1.4864377434358016,Clothing,0.7198753779806717,Monthly
143,User_143,64,Female,Location_43,2023-07-17,-0.060240697762454894,Electronics,-1.3809282542586425,Weekly
144,User_144,53,Male,Location_44,2023-01-04,0.8483461892194805,Books,0.019607500567566948,Monthly
145,User_145,38,Male,Location_45,2023-05-23,0.3940527457285128,Food,-0.6806603768455378,Weekly
146,User_146,35,Male,Location_46,2023-09-20,0.6541444118492958,Food,-1.3809282542586425,Monthly
147,User_147,68,Female,Location_47,2023-04-09,-1.5861118056710486,Home & Garden,-1.3809282542586425,Monthly
148,User_148,45,Female,Location_48,2023-02-23,-0.5596166967143583,Clothing,-0.6806603768455378,Weekly
149,User_149,32,Female,Location_49,2023-08-12,0.21719041276638035,Electronics,-1.3809282542586425,Weekly
150,User_150,59,Female,Location_50,2023-03-19,1.4552267435013075,Home & Garden,1.4201432553937765,Weekly
151,User_151,19,Male,Location_51,2023-06-22,0.7408416338895568,Home & Garden,1.4201432553937765,Daily
152,User_152,54,Female,Location_52,2023-09-02,-1.1422220288249123,Home & Garden,0.7198753779806717,Daily
153,User_153,28,Female,Location_53,2023-02-14,-1.4577999170514624,Electronics,0.7198753779806717,Weekly
154,User_154,40,Male,Location_54,2023-11-26,0.498089412176826,Electronics,0.019607500567566948,Weekly
155,User_155,61,Male,Location_55,2023-04-26,0.324694968096304,Clothing,0.019607500567566948,Daily
156,User_156,58,Female,Location_56,2023-12-07,0.7269700783631151,Electronics,1.4201432553937765,Weekly
157,User_157,29,Male,Location_57,2023-10-21,-0.8543872516512457,Home & Garden,-1.3809282542586425,Weekly
158,User_158,20,Female,Location_58,2023-11-12,1.1604561885644202,Clothing,-0.6806603768455378,Daily
159,User_159,69,Male,Location_59,2023-12-20,0.36630963467562927,Home & Garden,1.4201432553937765,Monthly
160,User_160,34,Female,Location_60,2023-08-07,-0.5284056967798644,Home & Garden,0.7198753779806717,Daily
161,User_161,50,Male,Location_61,2023-06-20,-1.3711026950112013,Food,0.7198753779806717,Weekly
162,User_162,18,Female,Location_62,2023-12-25,0.876089300272364,Electronics,0.7198753779806717,Weekly
163,User_163,56,Male,Location_63,2023-10-01,0.3524380791491875,Food,-0.6806603768455378,Monthly
164,User_164,37,Female,Location_64,2023-12-18,-1.1838366954042376,Food,0.7198753779806717,Weekly
165,User_165,64,Female,Location_65,2023-11-16,-0.03596547559118181,Home & Garden,0.7198753779806717,Weekly
166,User_166,60,Female,Location_66,2023-05-19,1.5107129656070746,Electronics,0.019607500567566948,Daily
167,User_167,69,Female,Location_67,2023-11-27,-1.0104422513237157,Home & Garden,-1.3809282542586425,Daily
168,User_168,58,Female,Location_68,2023-06-06,-0.3064608083567962,Books,-1.3809282542586425,Weekly
169,User_169,31,Female,Location_69,2023-08-03,1.4136120769219822,Home & Garden,-0.6806603768455378,Weekly
170,User_170,48,Male,Location_70,2023-11-01,-0.47638736355570777,Home & Garden,0.7198753779806717,Weekly
171,User_171,42,Female,Location_71,2023-09-06,0.5119609677032678,Electronics,0.019607500567566948,Weekly
172,User_172,20,Male,Location_72,2023-07-04,-1.5514329168549443,Home & Garden,-1.3809282542586425,Monthly
173,User_173,21,Female,Location_73,2023-12-20,1.39627263251393,Home & Garden,-0.6806603768455378,Daily
174,User_174,48,Male,Location_74,2023-12-25,-1.6520016944216471,Food,0.019607500567566948,Daily
175,User_175,52,Female,Location_75,2023-09-13,-1.1803688065226272,Home & Garden,0.7198753779806717,Weekly
176,User_176,61,Male,Location_76,2023-07-18,0.09581430191001493,Electronics,-0.6806603768455378,Weekly
177,User_177,31,Female,Location_77,2023-01-16,-0.015158142301519168,Food,0.019607500567566948,Weekly
178,User_178,66,Male,Location_78,2023-08-07,-0.24403880848780823,Clothing,-1.3809282542586425,Daily
179,User_179,58,Female,Location_79,2023-05-12,0.09234641302840449,Clothing,1.4201432553937765,Weekly
180,User_180,26,Male,Location_80,2023-10-28,0.20678674612154901,Home & Garden,-1.3809282542586425,Weekly
181,User_181,37,Male,Location_81,2023-10-11,-1.5236898058020607,Food,1.4201432553937765,Monthly
182,User_182,49,Male,Location_82,2023-10-04,1.1708598552092515,Books,-0.6806603768455378,Daily
183,User_183,26,Female,Location_83,2023-09-22,1.2506212994862915,Clothing,0.019607500567566948,Monthly
184,User_184,44,Male,Location_84,2023-07-01,1.6459606319898819,Food,0.019607500567566948,Weekly
185,User_185,20,Female,Location_85,2023-10-21,-1.4404604726434103,Clothing,0.019607500567566948,Monthly
186,User_186,70,Female,Location_86,2023-07-07,0.019520746514585234,Food,0.7198753779806717,Monthly
187,User_187,21,Female,Location_87,2023-11-28,-1.1664972509961853,Home & Garden,-1.3809282542586425,Daily
188,User_188,62,Female,Location_88,2023-12-21,-0.8197083628351414,Food,1.4201432553937765,Monthly
189,User_189,32,Male,Location_89,2023-09-15,1.528052410015127,Food,0.7198753779806717,Weekly
190,User_190,50,Female,Location_90,2023-08-15,0.5223646343480991,Electronics,-0.6806603768455378,Weekly
191,User_191,22,Male,Location_91,2023-01-06,-1.4335246948801894,Home & Garden,-0.6806603768455378,Weekly
192,User_192,21,Female,Location_92,2023-07-08,-0.41743325256833025,Books,0.7198753779806717,Weekly
193,User_193,63,Male,Location_93,2023-05-23,-0.44517636362121377,Clothing,1.4201432553937765,Daily
194,User_194,29,Female,Location_94,2023-03-03,-0.33073603052806927,Food,-0.6806603768455378,Weekly
195,User_195,40,Female,Location_95,2023-10-19,-1.100607362245587,Food,-1.3809282542586425,Daily
196,User_196,31,Male,Location_96,2023-08-15,0.3073555236882518,Home & Garden,-0.6806603768455378,Daily
197,User_197,63,Female,Location_97,2023-09-30,0.19291519059510726,Electronics,1.4201432553937765,Daily
198,User_198,29,Female,Location_98,2023-11-28,1.0390800777080547,Clothing,-1.3809282542586425,Weekly
199,User_199,34,Female,Location_99,2023-06-13,0.6957590784286212,Books,0.7198753779806717,Daily
200,User_200,42,Female,Location_0,2023-05-05,0.0507317464490792,Food,1.4201432553937765,Monthly
201,User_201,47,Female,Location_1,2023-03-12,1.1639240774460307,Electronics,-1.3809282542586425,Monthly
202,User_202,39,Female,Location_2,2023-12-22,0.4703463011239425,Clothing,-1.3809282542586425,Weekly
203,User_203,64,Female,Location_3,2023-04-18,-1.4751393614595145,Clothing,-1.3809282542586425,Monthly
204,User_204,43,Female,Location_4,2023-10-18,0.6229334119148019,Books,1.4201432553937765,Monthly
205,User_205,34,Male,Location_5,2023-11-11,-0.36541491934417364,Home & Garden,0.019607500567566948,Monthly
206,User_206,37,Female,Location_6,2023-10-02,0.9246397446149102,Clothing,-0.6806603768455378,Monthly
207,User_207,51,Male,Location_7,2023-08-23,0.7200343005998942,Clothing,0.019607500567566948,Daily
208,User_208,58,Female,Location_8,2023-04-04,-1.218515584220342,Books,-0.6806603768455378,Monthly
209,User_209,50,Male,Location_9,2023-02-16,0.84487830033787,Food,1.4201432553937765,Weekly
210,User_210,54,Male,Location_10,2023-02-15,-0.5145341412534226,Home & Garden,-0.6806603768455378,Weekly
211,User_211,24,Male,Location_11,2023-04-07,0.6506765229676854,Books,1.4201432553937765,Monthly
212,User_212,39,Female,Location_12,2023-03-13,0.43566741230783806,Food,-1.3809282542586425,Monthly
213,User_213,49,Female,Location_13,2023-04-16,1.1500525219195887,Books,0.7198753779806717,Monthly
214,User_214,31,Male,Location_14,2023-12-29,-0.37235069710739455,Books,0.019607500567566948,Monthly
215,User_215,25,Female,Location_15,2023-10-12,-1.0520569179030408,Books,0.019607500567566948,Monthly
216,User_216,42,Female,Location_16,2023-08-10,-1.3156164729054343,Electronics,1.4201432553937765,Daily
217,User_217,33,Male,Location_17,2023-02-08,-1.683212694356141,Books,-0.6806603768455378,Weekly
218,User_218,59,Female,Location_18,2023-08-02,0.7269700783631151,Food,-0.6806603768455378,Weekly
219,User_219,36,Male,Location_19,2023-04-09,-0.31339658612001703,Food,0.7198753779806717,Daily
220,User_220,58,Male,Location_20,2023-08-04,-0.7191395852684386,Clothing,-1.3809282542586425,Daily
221,User_221,33,Female,Location_21,2023-11-02,-1.3676348061295909,Electronics,-0.6806603768455378,Daily
222,User_222,29,Male,Location_22,2023-05-27,-1.4473962504066311,Food,-0.6806603768455378,Weekly
223,User_223,56,Female,Location_23,2023-08-24,-0.2648461417774709,Electronics,-1.3809282542586425,Weekly
224,User_224,65,Female,Location_24,2023-10-21,0.7651168560608299,Clothing,0.7198753779806717,Monthly
225,User_225,47,Female,Location_25,2023-05-29,0.43566741230783806,Electronics,-0.6806603768455378,Daily
226,User_226,19,Female,Location_26,2023-03-13,-0.1642773642107681,Food,1.4201432553937765,Weekly
227,User_227,49,Male,Location_27,2023-11-10,1.5003092989622433,Home & Garden,-1.3809282542586425,Weekly
228,User_228,62,Female,Location_28,2023-05-21,0.5986581897435288,Electronics,-0.6806603768455378,Monthly
229,User_229,42,Female,Location_29,2023-01-22,-1.3468274728399283,Electronics,0.7198753779806717,Monthly
230,User_230,42,Female,Location_30,2023-02-16,0.7373737450079464,Home & Garden,0.019607500567566948,Weekly
231,User_231,21,Male,Location_31,2023-12-28,0.9211718557332997,Books,1.4201432553937765,Daily
232,User_232,36,Male,Location_32,2023-05-03,-0.49372680796375995,Home & Garden,1.4201432553937765,Monthly
233,User_233,65,Female,Location_33,2023-06-12,1.0633552998793279,Books,1.4201432553937765,Weekly
234,User_234,21,Female,Location_34,2023-07-20,-1.5999833611974905,Home & Garden,1.4201432553937765,Monthly
235,User_235,60,Female,Location_35,2023-04-13,1.4621625212645284,Electronics,0.019607500567566948,Daily
236,User_236,30,Female,Location_36,2023-08-04,-1.4127173615905266,Books,0.019607500567566948,Weekly
237,User_237,56,Female,Location_37,2023-08-30,-1.169965139877796,Books,0.019607500567566948,Daily
238,User_238,53,Male,Location_38,2023-03-09,-1.398845806064085,Home & Garden,0.019607500567566948,Monthly
239,User_239,40,Female,Location_39,2023-06-28,0.2414656349376534,Electronics,0.7198753779806717,Daily
240,User_240,23,Male,Location_40,2023-05-23,0.34550230138596666,Electronics,-0.6806603768455378,Daily
241,User_241,41,Male,Location_41,2023-02-25,1.4621625212645284,Electronics,0.019607500567566948,Monthly
242,User_242,61,Female,Location_42,2023-10-11,0.6749517451389585,Books,0.019607500567566948,Daily
243,User_243,50,Male,Location_43,2023-03-28,-1.2982770284973821,Books,0.7198753779806717,Weekly
244,User_244,29,Female,Location_44,2023-10-10,1.569667076594452,Books,-1.3809282542586425,Monthly
245,User_245,58,Male,Location_45,2023-03-26,-0.7434148074397117,Electronics,0.7198753779806717,Daily
246,User_246,38,Male,Location_46,2023-02-22,1.0910984109322113,Clothing,-1.3809282542586425,Daily
247,User_247,28,Female,Location_47,2023-06-18,-1.3017449173789926,Clothing,1.4201432553937765,Monthly
248,User_248,61,Male,Location_48,2023-01-21,-0.39662591927866764,Books,0.7198753779806717,Daily
249,User_249,55,Female,Location_49,2023-03-06,-0.6289744743465672,Books,1.4201432553937765,Weekly
250,User_250,46,Female,Location_50,2023-10-05,0.16517207954222374,Electronics,-1.3809282542586425,Monthly
251,User_251,65,Female,Location_51,2023-02-20,0.005649190988143473,Electronics,0.7198753779806717,Weekly
252,User_252,58,Female,Location_52,2023-07-31,0.615997634151581,Clothing,-1.3809282542586425,Weekly
253,User_253,20,Female,Location_53,2023-09-03,-1.6970842498825829,Clothing,-1.3809282542586425,Weekly
254,User_254,45,Female,Location_54,2023-09-06,1.2159424106701873,Home & Garden,1.4201432553937765,Monthly
255,User_255,37,Male,Location_55,2023-09-02,-0.1469379198027159,Electronics,-1.3809282542586425,Monthly
256,User_256,43,Male,Location_56,2023-03-21,-0.5873598077672418,Food,-0.6806603768455378,Weekly
257,User_257,41,Female,Location_57,2023-08-12,0.4530068567158903,Home & Garden,0.019607500567566948,Monthly
258,User_258,69,Male,Location_58,2023-02-08,-0.4555800302660451,Electronics,0.7198753779806717,Weekly
259,User_259,64,Male,Location_59,2023-09-27,1.6841074096875968,Food,1.4201432553937765,Weekly
260,User_260,38,Female,Location_60,2023-06-26,1.5315202988967374,Food,0.019607500567566948,Daily
261,User_261,47,Male,Location_61,2023-12-31,-0.6532496965178403,Books,1.4201432553937765,Weekly
262,User_262,21,Female,Location_62,2023-09-05,-1.2219834731019525,Books,-0.6806603768455378,Monthly
263,User_263,53,Female,Location_63,2023-07-14,1.2991717438288377,Food,0.019607500567566948,Weekly
264,User_264,57,Male,Location_64,2023-12-17,0.07847485750196272,Food,0.7198753779806717,Weekly
265,User_265,27,Female,Location_65,2023-02-11,0.5397040787561513,Home & Garden,-1.3809282542586425,Daily
266,User_266,27,Female,Location_66,2023-06-13,-0.27178191954069175,Food,-1.3809282542586425,Weekly
267,User_267,59,Female,Location_67,2023-10-08,1.4760340767909703,Books,0.019607500567566948,Weekly
268,User_268,41,Female,Location_68,2023-07-18,0.4217958567813963,Books,1.4201432553937765,Daily
269,User_269,21,Male,Location_69,2023-09-17,0.5813187453354766,Books,0.7198753779806717,Daily
270,User_270,64,Female,Location_70,2023-09-29,-0.21629569743492472,Clothing,-1.3809282542586425,Monthly
271,User_271,44,Male,Location_71,2023-04-20,-0.18161680861882032,Home & Garden,0.019607500567566948,Weekly
