cylinders,displacement,horsepower,weight,acceleration,model year,origin,mpg
8.0,1.1955447534774897,1.199834739045638,1.3575578804766726,-0.7599444056309284,72.0,1,15.0
8.0,1.5124661207999772,1.2783529329096344,1.3505161016069416,-0.9421326590205447,72.0,1,14.0
8.0,1.0610932643103737,1.199834739045638,0.814167277695768,-1.4886974191893938,72.0,1,17.0
8.0,2.2615529890167663,2.7178531537495645,1.942025526664341,-1.6708856725790102,72.0,1,11.0
8.0,1.502862443002326,1.3306983954856317,1.7882800213418821,-0.7599444056309284,72.0,1,13.0
8.0,1.502862443002326,1.4615620519256254,1.7342930500072782,-0.7599444056309284,72.0,1,12.0
8.0,1.983046332884883,2.2467439905655873,1.694389636412136,-1.124320912410161,72.0,1,13.0
3.0,-1.1861673403399926,-0.18732001921829447,-0.76084392950072,-0.7599444056309284,72.0,3,19.0
8.0,1.0610932643103737,1.199834739045638,1.0723658362525692,-1.124320912410161,72.0,1,15.0
8.0,1.089904297703327,0.6763801132856636,1.3141335774466651,-0.5777561522413119,72.0,1,13.0
8.0,1.0418859087150716,0.9381074261656509,1.5441650205245425,0.15099686131715345,72.0,1,13.0
8.0,1.1955447534774897,1.199834739045638,1.2894873514026068,-0.5777561522413119,72.0,1,14.0
4.0,-0.6963797726597847,0.20527095010168647,-0.05314515309276008,-0.39556789885169563,72.0,2,18.0
4.0,-0.6963797726597847,-0.7369473762662677,-0.5484169335971699,0.8797498748756188,72.0,2,22.0
4.0,-0.7059834504574358,-0.44904733209828174,0.0008418182418438341,1.426314635044468,72.0,2,21.0
4.0,-0.9364717176010631,-0.9201564952822588,-0.9263257329393972,0.8797498748756188,72.0,2,26.0
4.0,-0.6867760948621335,-0.4752200633862805,-0.6845579917453015,0.15099686131715345,72.0,1,22.0
4.0,-0.9268680398034119,-0.3181836756582881,-0.8101363815888367,0.5153733680963862,72.0,3,28.0
4.0,-0.7059834504574358,-0.18732001921829447,-0.554285082655279,-0.39556789885169563,72.0,3,23.0
4.0,-0.9172643620057608,-0.6322564511142729,-0.9556664782299429,-0.21337964546207924,72.0,1,28.0
4.0,-0.9268680398034119,-0.422874600810283,-1.0307787861737396,0.3331851147067698,72.0,3,27.0
8.0,1.502862443002326,1.8541530212456063,1.3164808370699088,-0.9421326590205447,73.0,1,13.0
8.0,1.0610932643103737,1.199834739045638,0.814167277695768,-1.4886974191893938,73.0,1,14.0
8.0,1.502862443002326,1.0689710826056444,1.1850342981682644,-0.9421326590205447,73.0,1,13.0
8.0,1.0418859087150716,0.8595892323016546,1.2484103079958428,-0.39556789885169563,73.0,1,14.0
8.0,1.1955447534774897,1.199834739045638,0.9373984079160596,-1.124320912410161,73.0,1,15.0
8.0,2.2615529890167663,2.456125840869577,2.316413436571703,-1.4886974191893938,73.0,1,12.0
8.0,1.983046332884883,1.199834739045638,1.7436820885002526,-1.3065091657997774,73.0,1,13.0
8.0,1.5124661207999772,1.409216589349628,1.6251454775264484,-0.9421326590205447,73.0,1,13.0
8.0,1.1955447534774897,1.199834739045638,1.4772681212620986,-0.39556789885169563,73.0,1,14.0
8.0,2.3671934447909284,2.9010622727655555,2.061735767449767,-1.6708856725790102,73.0,1,13.0
8.0,2.5112486117556956,3.162789585645543,2.315239806760081,-1.6708856725790102,73.0,1,12.0
8.0,1.5988992209788375,1.8541530212456063,0.9890381196274198,-1.6708856725790102,73.0,1,13.0
6.0,0.3024027182959338,0.02206183108569536,0.16749725149214287,0.3331851147067698,73.0,1,18.0
6.0,0.5424946632372123,-0.10880182535429828,0.3517571319167693,0.8797498748756188,73.0,1,16.0
6.0,0.36962846287949175,-0.10880182535429828,-0.03906159535329819,0.15099686131715345,73.0,1,18.0
6.0,0.5424946632372123,-0.422874600810283,0.05013427032996045,0.3331851147067698,73.0,1,18.0
6.0,0.04310341775935305,-0.23966548179429192,-0.08718041762979298,0.15099686131715345,73.0,1,23.0
4.0,-0.9268680398034119,-1.5221293149062296,-1.2068232579170133,1.972879395213317,73.0,2,26.0
8.0,1.983046332884883,1.199834739045638,2.369226778094685,-0.5777561522413119,73.0,1,11.0
8.0,1.983046332884883,1.6447711709416166,2.262426465237099,-1.124320912410161,73.0,1,12.0
8.0,1.5988992209788375,1.7232893648056127,1.9666717527083992,-0.9421326590205447,73.0,1,13.0
8.0,1.502862443002326,1.9850166776856,1.7847591319070166,-1.124320912410161,73.0,1,12.0
6.0,0.36962846287949175,-0.10880182535429828,-0.22214784596630277,-0.21337964546207924,73.0,1,18.0
4.0,-0.9268680398034119,-0.422874600810283,-0.8206990498934331,1.2441263816548516,73.0,3,20.0
4.0,-0.513909894504413,-0.8416383014182627,-0.6775162128755705,1.426314635044468,73.0,1,21.0
4.0,-0.8212275840292494,-0.26583821308229066,-0.7033360687312507,0.3331851147067698,73.0,3,22.0
3.0,-1.1861673403399926,-0.37052913823428557,-1.0026116706948158,-0.7599444056309284,73.0,3,18.0
4.0,-0.6867760948621335,-0.5013927946742792,-0.7843165257331566,1.0619381282652351,73.0,1,19.0
6.0,-0.36985472753964593,0.07440729366169281,-0.594188496250421,-0.5777561522413119,73.0,1,21.0
4.0,-0.9172643620057608,-0.37052913823428557,-0.8371298672561386,-0.031191392072462895,73.0,2,26.0
8.0,1.502862443002326,1.0689710826056444,1.2953555004607158,-0.9421326590205447,73.0,1,15.0
8.0,1.983046332884883,3.2936532420855364,1.5253869435385934,-2.2174504327478592,73.0,1,16.0
4.0,-1.205374695935295,-1.4436111210422333,-1.3042345322816247,1.426314635044468,73.0,2,29.0
4.0,-0.7443981616480403,-0.7631201075542665,-0.9627082570996738,-0.031191392072462895,73.0,2,24.0
4.0,-0.7636055172433426,-0.34435640694628683,-0.4650892169720204,-0.5777561522413119,73.0,2,20.0
4.0,-0.6963797726597847,0.20527095010168647,-0.12943109084817864,-0.031191392072462895,73.0,2,19.0
8.0,1.1955447534774897,1.199834739045638,0.49376633912301,-1.6708856725790102,73.0,1,15.0
4.0,-0.6963797726597847,0.152925487525689,-0.37354609166551805,-0.5777561522413119,73.0,2,24.0
6.0,-0.3602510497419948,0.46699826298167374,-0.2010225093571099,-0.7599444056309284,73.0,3,20.0
8.0,1.502862443002326,1.9850166776856,0.8047782392027933,-1.6708856725790102,73.0,1,11.0
6.0,0.04310341775935305,-0.23966548179429192,0.1451982850713282,0.3331851147067698,74.0,1,20.0
6.0,0.36962846287949175,-0.10880182535429828,-0.09070130706465845,0.15099686131715345,74.0,1,19.0
6.0,0.5424946632372123,-0.10880182535429828,0.41982766099083507,0.5153733680963862,74.0,1,15.0
4.0,-1.0997342401611325,-0.9725019578582563,-1.2068232579170133,1.2441263816548516,74.0,3,31.0
4.0,-0.6867760948621335,-0.6322564511142729,-0.6188347222944793,0.3331851147067698,74.0,1,26.0
4.0,-1.1765636625423417,-1.0248474204342537,-1.340617056441901,1.972879395213317,74.0,3,32.0
4.0,-0.513909894504413,-0.7631201075542665,-0.5120344094368934,0.5153733680963862,74.0,1,25.0
6.0,0.5424946632372123,-0.10880182535429828,0.9420929271625468,0.5153733680963862,74.0,1,16.0
6.0,0.6193240856184213,0.152925487525689,0.767222085230895,0.8797498748756188,74.0,1,16.0
6.0,0.3024027182959338,0.02206183108569536,0.7449231188100803,0.3331851147067698,74.0,1,18.0
8.0,1.0418859087150716,0.9381074261656509,1.3645996593464036,-0.5777561522413119,74.0,1,16.0
8.0,1.502862443002326,1.199834739045638,2.0194850942313813,-0.39556789885169563,74.0,1,13.0
8.0,1.1955447534774897,1.199834739045638,1.7354666798189,-0.7599444056309284,74.0,1,14.0
8.0,1.0418859087150716,0.9381074261656509,1.94789367572245,0.15099686131715345,74.0,1,14.0
8.0,1.0610932643103737,1.199834739045638,1.500740717494535,-0.031191392072462895,74.0,1,14.0
4.0,-0.9172643620057608,-0.5537382572502767,-0.8911168385907425,0.3331851147067698,74.0,2,29.0
4.0,-1.0997342401611325,-0.9725019578582563,-1.1915660703659294,-0.031191392072462895,74.0,2,26.0
4.0,-0.9268680398034119,-0.6846019136902703,-0.7960528238493748,-0.39556789885169563,74.0,2,26.0
4.0,-1.128545273554086,-1.3650929271782373,-1.5600858312151824,0.3331851147067698,74.0,3,31.0
4.0,-1.061319528970528,-1.1295383455862487,-1.1446208779010565,1.2441263816548516,74.0,3,32.0
4.0,-0.9940937843869699,-0.7631201075542665,-1.001438040883194,-0.39556789885169563,74.0,1,28.0
4.0,-0.9940937843869699,-0.7631201075542665,-1.021389747680765,-0.031191392072462895,74.0,2,24.0
4.0,-0.7443981616480403,-0.7631201075542665,-0.8594288336769533,-0.5777561522413119,74.0,2,26.0
4.0,-0.7059834504574358,-0.18732001921829447,-0.5742367894528501,-0.21337964546207924,74.0,3,24.0
4.0,-0.8212275840292494,-0.2920109443702894,-0.6892525109917887,-0.031191392072462895,74.0,3,26.0
4.0,-1.0997342401611325,-0.9725019578582563,-1.148141767335922,0.15099686131715345,74.0,2,31.0
6.0,0.3024027182959338,-0.23966548179429192,0.3353263145540637,0.15099686131715345,75.0,1,19.0
6.0,0.5424946632372123,0.02206183108569536,0.5641841278203195,0.15099686131715345,75.0,1,18.0
6.0,0.5424946632372123,-0.8416383014182627,0.5324961229065301,1.972879395213317,75.0,1,15.0
6.0,0.5424946632372123,-0.8416383014182627,0.21092155452215036,1.426314635044468,75.0,1,15.0
8.0,1.983046332884883,1.7232893648056127,1.983102570071105,-1.4886974191893938,75.0,1,16.0
8.0,1.502862443002326,1.0689710826056444,1.7155149730213288,-0.5777561522413119,75.0,1,15.0
8.0,1.1955447534774897,1.199834739045638,1.7835855020953948,-0.39556789885169563,75.0,1,16.0
8.0,1.5124661207999772,1.1474892764696407,1.9701926421432647,-0.7599444056309284,75.0,1,14.0
6.0,0.3600247850818406,0.152925487525689,1.0899702834268967,1.972879395213317,75.0,1,17.0
6.0,0.5424946632372123,0.02206183108569536,1.0782339853106784,1.0619381282652351,75.0,1,16.0
6.0,0.6193240856184213,0.152925487525689,0.8822378067698338,1.2441263816548516,75.0,1,15.0
6.0,0.3024027182959338,-0.23966548179429192,0.9467874464090341,1.2441263816548516,75.0,1,18.0
6.0,0.3600247850818406,0.152925487525689,0.07125960693915329,-0.21337964546207924,75.0,1,21.0
8.0,0.6577387968090259,0.152925487525689,0.2848602326543253,-0.7599444056309284,75.0,1,20.0
8.0,1.0418859087150716,0.6502073819976648,0.22383148244999043,-1.3065091657997774,75.0,1,13.0
4.0,-0.9268680398034119,-0.7631201075542665,-0.94745106954859,0.15099686131715345,75.0,3,29.0
4.0,-0.513909894504413,-0.5537382572502767,-0.39819231770957636,0.5153733680963862,75.0,1,23.0
6.0,0.36962846287949175,-0.10880182535429828,-0.07544411951357474,0.15099686131715345,75.0,1,20.0
4.0,-0.513909894504413,-0.6846019136902703,-0.4533529188558021,1.0619381282652351,75.0,1,23.0
4.0,-0.5715319612903198,-0.21349275050629318,-0.32425363957740144,-0.7599444056309284,75.0,3,24.0
4.0,-0.9940937843869699,-0.8678110327062614,-0.8864223193442552,0.3331851147067698,75.0,2,25.0
4.0,-0.7155871282550869,-0.18732001921829447,-0.5085135200020279,0.5153733680963862,75.0,3,24.0
6.0,-0.2161958827772277,-0.18732001921829447,0.006709967299952955,-0.39556789885169563,75.0,1,18.0
4.0,-0.9940937843869699,-0.8939837639942602,-1.222080445468097,-0.5777561522413119,75.0,2,29.0
6.0,0.36962846287949175,-0.37052913823428557,0.273123934538107,0.5153733680963862,75.0,1,19.0
4.0,-0.7540018394456914,-0.23966548179429192,-0.33364267807037606,-0.21337964546207924,75.0,2,23.0
4.0,-0.7059834504574358,-0.422874600810283,-0.024978037613836296,0.5153733680963862,75.0,2,23.0
4.0,-0.6963797726597847,-0.16114728793029573,-0.03906159535329819,-0.39556789885169563,75.0,2,22.0
4.0,-0.6963797726597847,0.28378914396568267,-0.360636163737678,-0.7599444056309284,75.0,2,25.0
4.0,-0.9844901065893188,-1.3389201958902386,-1.3887358787183959,0.6975616214860025,75.0,3,33.0
4.0,-0.8308312618269006,-0.4752200633862805,-0.6035775347433956,-0.031191392072462895,76.0,2,28.0
4.0,-0.7443981616480403,-0.6060837198262741,-0.8899432087791207,0.4789357174184624,76.0,2,25.0
4.0,-0.513909894504413,-0.3181836756582881,-0.4768255150882386,-0.2498172961400024,76.0,1,25.0
4.0,-0.9172643620057608,-0.6584291824022716,-0.8488661653723568,0.7704369228418488,76.0,1,26.0
4.0,-0.8884533286128075,-0.5537382572502767,-0.9110685453883135,-0.10406669342830918,76.0,2,27.0
8.0,1.0706969421080248,0.9381074261656509,1.4514482654064185,-0.9421326590205447,76.0,1,17.5
8.0,1.1955447534774897,1.199834739045638,1.4221075201158728,-0.9421326590205447,76.0,1,16.0
8.0,1.0610932643103737,0.4146528004056763,1.154519923066097,-0.6141938029192351,76.0,1,15.5
8.0,1.5124661207999772,1.2521802016216357,1.4514482654064185,-1.015007960376391,76.0,1,14.5
6.0,0.3024027182959338,-0.10880182535429828,0.29894379039378716,-0.06762904275038603,76.0,1,22.0
6.0,0.5424946632372123,0.02206183108569536,0.4397793677884061,-0.39556789885169563,76.0,1,22.0
6.0,0.062310773354655326,-0.6060837198262741,0.039571602025364035,0.7339992721639264,76.0,1,24.0
6.0,0.36962846287949175,-0.37052913823428557,0.1252465782737572,0.7339992721639264,76.0,1,22.5
4.0,-1.0421121733752257,-1.3650929271782373,-1.1070647239291582,2.410131203348396,76.0,1,29.0
4.0,-0.9172643620057608,-1.1557110768742473,-0.9556664782299429,2.3736935526704737,76.0,1,24.5
4.0,-0.9940937843869699,-0.8939837639942602,-1.222080445468097,-0.5048808508854656,76.0,2,29.0
4.0,-0.9844901065893188,-1.3389201958902386,-1.3887358787183959,0.6611239708080787,76.0,3,33.0
6.0,0.3024027182959338,-0.10880182535429828,0.7895210516517097,0.7704369228418488,76.0,1,20.0
6.0,0.5424946632372123,-0.6846019136902703,0.6991515561568292,1.972879395213317,76.0,1,18.0
6.0,0.5424946632372123,0.152925487525689,0.7824792727819787,0.22387216267299975,76.0,1,18.5
6.0,0.6193240856184213,-0.23966548179429192,0.2519985979289142,0.8068745735197727,76.0,1,17.5
4.0,-0.9268680398034119,-0.8678110327062614,-1.3535269843697413,-1.233633864443931,76.0,2,29.5
4.0,-1.0421121733752257,-0.8939837639942602,-1.1598780654521403,0.5153733680963862,76.0,3,32.0
4.0,-0.9268680398034119,-0.7631201075542665,-0.9662291465345393,0.29674746402884605,76.0,3,28.0
4.0,-0.513909894504413,-0.8416383014182627,-0.48504092376959135,-0.7235067549530052,76.0,1,26.5
4.0,-0.6099466724809244,-0.05645636277830082,0.20153251602917577,0.04168390928338339,76.0,2,20.0
8.0,1.1955447534774897,1.199834739045638,1.1287000672104168,-0.8692573576646984,76.0,1,13.0
4.0,-0.7059834504574358,-0.422874600810283,0.34236809342379465,2.300818251314626,76.0,2,19.0
6.0,-0.3602510497419948,0.10058002494969155,-0.05666604252762555,-0.031191392072462895,76.0,3,19.0
6.0,-0.2450069161701811,0.4146528004056763,0.987864489815798,0.4060604160626161,76.0,2,16.5
8.0,1.502862443002326,1.9850166776856,1.6450971843240194,-1.2700715151218542,76.0,1,16.5
8.0,1.502862443002326,1.0689710826056444,1.2636674955469267,-1.3065091657997774,76.0,1,13.0
8.0,1.0418859087150716,0.6763801132856636,1.046545980396889,-0.21337964546207924,76.0,1,13.0
8.0,1.1955447534774897,1.199834739045638,0.9115785520603794,-0.5777561522413119,76.0,1,13.0
4.0,-0.9172643620057608,-0.9463292265702576,-1.0953284258129399,1.0619381282652351,77.0,3,31.5
4.0,-0.792416550636296,-0.6322564511142729,-0.9662291465345393,-0.2862549468179255,77.0,1,30.0
4.0,-1.0997342401611325,-1.208056539450245,-1.3535269843697413,1.098375778943159,77.0,2,36.0
4.0,-0.6867760948621335,-0.21349275050629318,-0.7960528238493748,-0.031191392072462895,77.0,1,25.5
4.0,-1.0421121733752257,-0.8939837639942602,-1.2126914069751225,0.4424980667405399,77.0,3,33.5
8.0,1.0706969421080248,1.0689710826056444,1.0582822785131074,-1.124320912410161,77.0,1,17.5
8.0,0.6385314412137236,0.152925487525689,1.2695356446050357,1.2441263816548516,77.0,1,17.0
8.0,1.1955447534774897,1.0689710826056444,1.3634260295347818,-0.687069104275082,77.0,1,15.5
8.0,1.0418859087150716,0.6763801132856636,1.5453386503361644,-0.2498172961400024,77.0,1,15.0
6.0,0.5424946632372123,0.152925487525689,0.6357755463292507,0.29674746402884605,77.0,1,17.5
6.0,0.3600247850818406,0.02206183108569536,0.5242807142251774,0.4789357174184624,77.0,1,20.5
6.0,0.3024027182959338,-0.10880182535429828,0.7648748256076514,0.7704369228418488,77.0,1,19.0
6.0,0.5424946632372123,-0.16114728793029573,0.6416436953873599,1.2441263816548516,77.0,1,18.5
8.0,1.983046332884883,1.9850166776856,1.4573164144645276,-1.634448021901087,77.0,1,16.0
8.0,1.502862443002326,1.7232893648056127,1.3927667748253272,-1.525135069867317,77.0,1,15.5
8.0,1.983046332884883,2.2467439905655873,1.5805475446848192,-1.233633864443931,77.0,1,15.5
8.0,1.5124661207999772,1.1736620077576394,1.5922838428010373,-0.39556789885169563,77.0,1,16.0
4.0,-0.9268680398034119,-0.6846019136902703,-1.2185595560332314,-0.39556789885169563,77.0,2,29.0
4.0,-0.40826943873025046,-0.422874600810283,-0.2796557067357721,0.15099686131715345,77.0,1,24.5
4.0,-0.9268680398034119,-0.7631201075542665,-0.8371298672561386,0.9526251762314651,77.0,3,26.0
4.0,-0.513909894504413,-0.3967018695222843,-0.26205125956144476,0.07812155996130718,77.0,1,25.5
4.0,-0.9172643620057608,-1.0771928830102513,-1.088286646943209,0.5153733680963862,77.0,1,30.5
4.0,-0.9172643620057608,-0.5537382572502767,-1.0601195314642853,0.11455921063923032,77.0,1,33.5
4.0,-0.9268680398034119,-0.9725019578582563,-1.1657462145102493,0.29674746402884605,77.0,3,30.0
4.0,-0.9268680398034119,-0.6846019136902703,-0.9251521031277754,-0.5413185015633888,77.0,2,30.5
6.0,-0.4562878277185062,-0.18732001921829447,-0.19163347086413532,-0.39556789885169563,77.0,3,22.0
4.0,-0.6963797726597847,0.152925487525689,-0.4439638803628275,-1.015007960376391,77.0,2,21.5
3.0,-1.0901305623634814,0.152925487525689,-0.30312830296820864,-0.7599444056309284,77.0,3,21.5
4.0,-0.9940937843869699,-1.4697838523302322,-1.1657462145102493,2.1550676486029334,78.0,2,43.1
4.0,-0.9172643620057608,-0.998674689146255,-1.382867729660287,-0.4320055495296187,78.0,1,36.1
4.0,-1.1093379179587837,-1.3650929271782373,-1.1657462145102493,1.3898769843665442,78.0,3,32.8
4.0,-1.0421121733752257,-0.8939837639942602,-1.0659876805223942,1.098375778943159,78.0,3,39.4
4.0,-0.9844901065893188,-1.1557110768742473,-1.382867729660287,0.29674746402884605,78.0,3,36.1
8.0,0.6385314412137236,0.152925487525689,0.45386292552786794,-0.031191392072462895,78.0,1,19.9
8.0,1.1955447534774897,0.9381074261656509,0.8881059558279429,-0.8692573576646984,78.0,1,19.4
8.0,1.0418859087150716,0.9119346948776521,0.6944570369103419,-1.015007960376391,78.0,1,20.2
6.0,0.3600247850818406,0.02206183108569536,0.6533799935035781,1.3170016830106979,78.0,1,19.2
6.0,0.062310773354655326,-0.23966548179429192,0.20740066508728489,0.9526251762314651,78.0,1,20.5
6.0,0.062310773354655326,-0.5013927946742792,-0.015588999120861704,0.07812155996130718,78.0,1,20.2
4.0,-0.513909894504413,-0.422874600810283,-0.30312830296820864,-0.06762904275038603,78.0,1,25.1
6.0,0.3024027182959338,-0.10880182535429828,0.5301488632832866,0.5882486694522324,78.0,1,20.5
6.0,0.36962846287949175,-0.37052913823428557,0.27195030472648524,0.5882486694522324,78.0,1,19.4
6.0,0.3600247850818406,0.02206183108569536,0.4714673727021953,0.07812155996130718,78.0,1,20.6
6.0,0.062310773354655326,-0.5013927946742792,0.10764213109942983,0.4060604160626161,78.0,1,20.8
6.0,0.3024027182959338,0.152925487525689,0.7531385274914332,1.1348134296210814,78.0,1,18.6
6.0,0.6193240856184213,0.4146528004056763,0.50667626705085,-0.17694199478415612,78.0,1,18.1
8.0,1.0706969421080248,1.0689710826056444,0.5242807142251774,-0.8692573576646984,78.0,1,19.2
6.0,0.3600247850818406,1.592425708365619,0.5477533104576139,-0.7963820563088515,78.0,1,17.7
8.0,1.0418859087150716,0.9119346948776521,0.2660821556683761,-1.598010371223164,78.0,1,18.1
8.0,1.1955447534774897,0.9381074261656509,1.2930082408374723,-0.687069104275082,78.0,1,17.5
4.0,-0.9172643620057608,-0.9463292265702576,-0.9662291465345393,0.3331851147067698,78.0,1,30.0
4.0,-0.5715319612903198,-0.23966548179429192,-0.49090907282770047,-0.5048808508854656,78.0,3,27.5
4.0,-0.7155871282550869,-0.18732001921829447,-0.7960528238493748,-0.32269259749584933,78.0,3,27.2
4.0,-0.8500386174222029,-0.7631201075542665,-0.8782069106629025,-0.39556789885169563,78.0,1,30.9
4.0,-0.5715319612903198,-0.23966548179429192,-0.5437224143506826,-0.2862549468179255,78.0,3,21.1
4.0,-0.3602510497419948,0.02206183108569536,-0.273787557677663,0.4060604160626161,78.0,1,23.2
4.0,-0.40826943873025046,-0.5013927946742792,-0.14468827839926235,0.7339992721639264,78.0,1,23.8
4.0,-0.7155871282550869,-0.18732001921829447,-0.6728216936290833,-0.2498172961400024,78.0,3,23.9
5.0,-0.6003429946832732,-0.030283631490302096,-0.17402902368980797,0.11455921063923032,78.0,2,20.3
6.0,-0.29302530515843683,0.54551645684567,0.18979621791295753,-0.7235067549530052,78.0,2,17.0
4.0,-0.6963797726597847,0.28378914396568267,-0.21510606709657182,0.04168390928338339,78.0,2,21.6
6.0,-0.29302530515843683,0.7548983071496598,0.50667626705085,0.07812155996130718,78.0,2,16.2
4.0,-1.003697462184621,-0.8678110327062614,-1.1598780654521403,-0.2498172961400024,78.0,2,31.5
4.0,-0.9172643620057608,-0.9463292265702576,-0.9897017427669758,0.36962276538469363,78.0,3,29.5
6.0,0.3600247850818406,0.28378914396568267,0.31302734813324906,-0.06762904275038603,79.0,1,21.5
6.0,0.062310773354655326,-0.5013927946742792,0.0137517461696839,0.9526251762314651,79.0,1,19.8
4.0,-0.513909894504413,-0.422874600810283,-0.10361123499249851,0.6246863201301562,79.0,1,22.3
