CustomerID,Name,Age,Income,LoanAmount,LoanTerm,CreditScore,Default,TransactionHistory
24,Customer_24,55.0,16395.0,35107,59,515,0,"[{""amount"": 157, ""date"": ""2023-05-31""}, {""amount"": 338, ""date"": ""2023-09-28""}, {""amount"": 968, ""date"": ""2023-03-11""}, {""amount"": 366, ""date"": ""2023-03-09""}, {""amount"": 104, ""date"": ""2023-06-30""}]"
26,Customer_26,31.0,11694.0,14965,48,645,0,"[{""amount"": 176, ""date"": ""2023-05-17""}, {""amount"": 995, ""date"": ""2023-08-27""}, {""amount"": 124, ""date"": ""2023-06-14""}, {""amount"": 219, ""date"": ""2023-09-23""}, {""amount"": 106, ""date"": ""2023-09-22""}, {""amount"": 860, ""date"": ""2023-03-23""}, {""amount"": 429, ""date"": ""2023-05-10""}, {""amount"": 776, ""date"": ""2023-01-01""}, {""amount"": 670, ""date"": ""2023-10-25""}, {""amount"": 818, ""date"": ""2023-02-24""}, {""amount"": 575, ""date"": ""2023-01-27""}, {""amount"": 774, ""date"": ""2023-07-17""}, {""amount"": 226, ""date"": ""2023-01-08""}, {""amount"": 854, ""date"": ""2023-07-30""}, {""amount"": 348, ""date"": ""2023-06-07""}, {""amount"": 611, ""date"": ""2023-08-19""}, {""amount"": 308, ""date"": ""2023-11-14""}, {""amount"": 662, ""date"": ""2023-09-17""}, {""amount"": 789, ""date"": ""2023-04-01""}]"
27,Customer_27,26.0,16561.0,13760,59,625,0,"[{""amount"": 453, ""date"": ""2023-08-05""}, {""amount"": 537, ""date"": ""2023-10-26""}, {""amount"": 774, ""date"": ""2023-07-22""}, {""amount"": 934, ""date"": ""2023-03-07""}, {""amount"": 605, ""date"": ""2023-09-25""}, {""amount"": 986, ""date"": ""2023-11-24""}, {""amount"": 519, ""date"": ""2023-05-26""}]"
28,Customer_28,27.0,9774.0,13250,6,380,0,"[{""amount"": 556, ""date"": ""2023-02-07""}, {""amount"": 388, ""date"": ""2023-07-13""}, {""amount"": 717, ""date"": ""2023-01-05""}, {""amount"": 850, ""date"": ""2023-07-29""}, {""amount"": 576, ""date"": ""2023-12-18""}, {""amount"": 309, ""date"": ""2023-06-14""}, {""amount"": 548, ""date"": ""2023-08-26""}, {""amount"": 183, ""date"": ""2023-10-09""}, {""amount"": 129, ""date"": ""2023-09-13""}, {""amount"": 363, ""date"": ""2023-04-01""}, {""amount"": 490, ""date"": ""2023-06-09""}, {""amount"": 543, ""date"": ""2023-03-09""}, {""amount"": 360, ""date"": ""2023-09-15""}]"
29,Customer_29,38.0,13941.0,32665,57,651,0,"[{""amount"": 748, ""date"": ""2023-11-16""}, {""amount"": 389, ""date"": ""2023-06-11""}, {""amount"": 475, ""date"": ""2023-01-30""}, {""amount"": 826, ""date"": ""2023-11-16""}, {""amount"": 509, ""date"": ""2023-04-04""}, {""amount"": 668, ""date"": ""2023-07-15""}, {""amount"": 462, ""date"": ""2023-12-14""}, {""amount"": 396, ""date"": ""2023-09-02""}, {""amount"": 208, ""date"": ""2023-09-27""}, {""amount"": 190, ""date"": ""2023-06-22""}, {""amount"": 636, ""date"": ""2023-12-21""}, {""amount"": 276, ""date"": ""2023-06-03""}, {""amount"": 800, ""date"": ""2023-02-01""}, {""amount"": 627, ""date"": ""2023-08-03""}, {""amount"": 581, ""date"": ""2023-05-20""}, {""amount"": 245, ""date"": ""2023-10-12""}, {""amount"": 399, ""date"": ""2023-05-08""}]"
30,Customer_30,69.0,12456.0,34910,21,540,0,"[{""amount"": 464, ""date"": ""2023-02-06""}, {""amount"": 364, ""date"": ""2023-10-31""}, {""amount"": 873, ""date"": ""2023-01-31""}, {""amount"": 800, ""date"": ""2023-06-25""}, {""amount"": 919, ""date"": ""2023-01-03""}, {""amount"": 312, ""date"": ""2023-12-11""}, {""amount"": 592, ""date"": ""2023-07-10""}, {""amount"": 439, ""date"": ""2023-02-03""}, {""amount"": 906, ""date"": ""2023-03-22""}]"
31,Customer_31,34.0,9011.0,20199,22,798,0,"[{""amount"": 776, ""date"": ""2023-09-29""}, {""amount"": 777, ""date"": ""2023-04-29""}, {""amount"": 970, ""date"": ""2023-09-24""}, {""amount"": 845, ""date"": ""2023-11-04""}, {""amount"": 247, ""date"": ""2023-07-01""}, {""amount"": 525, ""date"": ""2023-09-23""}, {""amount"": 173, ""date"": ""2023-06-07""}, {""amount"": 165, ""date"": ""2023-11-08""}]"
32,Customer_32,69.0,9837.0,44132,14,653,0,"[{""amount"": 196, ""date"": ""2023-02-28""}, {""amount"": 258, ""date"": ""2023-10-20""}, {""amount"": 510, ""date"": ""2023-06-18""}, {""amount"": 228, ""date"": ""2023-11-11""}, {""amount"": 579, ""date"": ""2023-02-02""}, {""amount"": 117, ""date"": ""2023-09-21""}, {""amount"": 474, ""date"": ""2023-05-25""}, {""amount"": 739, ""date"": ""2023-12-29""}]"
33,Customer_33,23.0,18151.0,36949,47,754,0,"[{""amount"": 386, ""date"": ""2023-12-05""}, {""amount"": 813, ""date"": ""2023-05-29""}, {""amount"": 285, ""date"": ""2023-07-24""}, {""amount"": 883, ""date"": ""2023-08-02""}, {""amount"": 782, ""date"": ""2023-06-16""}, {""amount"": 505, ""date"": ""2023-05-20""}, {""amount"": 342, ""date"": ""2023-11-22""}, {""amount"": 185, ""date"": ""2023-04-29""}, {""amount"": 570, ""date"": ""2023-04-18""}, {""amount"": 574, ""date"": ""2023-10-01""}, {""amount"": 761, ""date"": ""2023-11-04""}, {""amount"": 358, ""date"": ""2023-02-28""}, {""amount"": 660, ""date"": ""2023-02-11""}, {""amount"": 897, ""date"": ""2023-08-06""}, {""amount"": 964, ""date"": ""2023-03-18""}, {""amount"": 661, ""date"": ""2023-06-25""}, {""amount"": 217, ""date"": ""2023-02-08""}, {""amount"": 912, ""date"": ""2023-03-23""}, {""amount"": 483, ""date"": ""2023-06-07""}]"
37,Customer_37,36.0,15657.0,11852,31,545,0,"[{""amount"": 193, ""date"": ""2023-06-16""}, {""amount"": 430, ""date"": ""2023-02-12""}, {""amount"": 903, ""date"": ""2023-12-21""}, {""amount"": 670, ""date"": ""2023-07-24""}, {""amount"": 633, ""date"": ""2023-03-12""}, {""amount"": 579, ""date"": ""2023-05-21""}, {""amount"": 398, ""date"": ""2023-07-14""}, {""amount"": 251, ""date"": ""2023-11-27""}, {""amount"": 341, ""date"": ""2023-07-23""}]"
38,Customer_38,53.0,17494.0,32055,6,401,0,"[{""amount"": 204, ""date"": ""2023-08-15""}, {""amount"": 693, ""date"": ""2023-03-10""}, {""amount"": 254, ""date"": ""2023-02-10""}, {""amount"": 875, ""date"": ""2023-05-11""}, {""amount"": 198, ""date"": ""2023-04-08""}, {""amount"": 271, ""date"": ""2023-10-13""}, {""amount"": 848, ""date"": ""2023-11-19""}, {""amount"": 562, ""date"": ""2023-08-30""}, {""amount"": 983, ""date"": ""2023-07-22""}, {""amount"": 304, ""date"": ""2023-10-30""}, {""amount"": 980, ""date"": ""2023-11-06""}]"
39,Customer_39,42.0,16552.0,49766,55,803,0,"[{""amount"": 114, ""date"": ""2023-06-08""}, {""amount"": 818, ""date"": ""2023-08-30""}, {""amount"": 169, ""date"": ""2023-08-30""}, {""amount"": 720, ""date"": ""2023-05-25""}, {""amount"": 866, ""date"": ""2023-09-21""}, {""amount"": 759, ""date"": ""2023-09-16""}, {""amount"": 416, ""date"": ""2023-06-10""}, {""amount"": 711, ""date"": ""2023-05-27""}, {""amount"": 151, ""date"": ""2023-02-17""}, {""amount"": 989, ""date"": ""2023-03-03""}, {""amount"": 934, ""date"": ""2023-07-02""}]"
40,Customer_40,67.0,19911.0,22756,45,837,1,"[{""amount"": 782, ""date"": ""2023-11-23""}, {""amount"": 121, ""date"": ""2023-10-29""}, {""amount"": 363, ""date"": ""2023-03-15""}, {""amount"": 211, ""date"": ""2023-08-06""}, {""amount"": 602, ""date"": ""2023-07-19""}, {""amount"": 360, ""date"": ""2023-04-24""}, {""amount"": 311, ""date"": ""2023-07-21""}, {""amount"": 831, ""date"": ""2023-05-29""}, {""amount"": 881, ""date"": ""2023-08-13""}, {""amount"": 755, ""date"": ""2023-05-03""}, {""amount"": 790, ""date"": ""2023-02-23""}, {""amount"": 937, ""date"": ""2023-07-24""}, {""amount"": 270, ""date"": ""2023-05-14""}, {""amount"": 920, ""date"": ""2023-04-23""}]"
41,Customer_41,69.0,19705.0,24961,8,735,0,"[{""amount"": 927, ""date"": ""2023-10-14""}, {""amount"": 235, ""date"": ""2023-08-01""}, {""amount"": 951, ""date"": ""2023-10-18""}, {""amount"": 638, ""date"": ""2023-10-23""}, {""amount"": 694, ""date"": ""2023-05-26""}, {""amount"": 483, ""date"": ""2023-07-12""}, {""amount"": 210, ""date"": ""2023-07-09""}, {""amount"": 666, ""date"": ""2023-05-13""}, {""amount"": 156, ""date"": ""2023-08-06""}, {""amount"": 837, ""date"": ""2023-08-15""}, {""amount"": 235, ""date"": ""2023-06-21""}, {""amount"": 292, ""date"": ""2023-11-02""}, {""amount"": 556, ""date"": ""2023-01-02""}, {""amount"": 841, ""date"": ""2023-06-05""}, {""amount"": 271, ""date"": ""2023-11-11""}, {""amount"": 883, ""date"": ""2023-01-10""}, {""amount"": 892, ""date"": ""2023-12-31""}]"
42,Customer_42,47.0,5952.0,13008,12,312,1,"[{""amount"": 854, ""date"": ""2023-06-24""}, {""amount"": 575, ""date"": ""2023-12-21""}, {""amount"": 145, ""date"": ""2023-03-07""}, {""amount"": 300, ""date"": ""2023-07-27""}, {""amount"": 764, ""date"": ""2023-05-06""}, {""amount"": 729, ""date"": ""2023-01-09""}, {""amount"": 733, ""date"": ""2023-10-23""}, {""amount"": 696, ""date"": ""2023-01-07""}, {""amount"": 328, ""date"": ""2023-10-30""}, {""amount"": 766, ""date"": ""2023-08-29""}, {""amount"": 691, ""date"": ""2023-01-08""}, {""amount"": 485, ""date"": ""2023-10-12""}, {""amount"": 372, ""date"": ""2023-06-07""}, {""amount"": 944, ""date"": ""2023-12-20""}]"
43,Customer_43,37.0,5115.0,25154,9,485,0,"[{""amount"": 598, ""date"": ""2023-06-07""}, {""amount"": 274, ""date"": ""2023-04-05""}, {""amount"": 469, ""date"": ""2023-03-30""}, {""amount"": 499, ""date"": ""2023-11-07""}, {""amount"": 972, ""date"": ""2023-10-29""}, {""amount"": 699, ""date"": ""2023-02-17""}]"
44,Customer_44,37.0,19518.0,12963,36,313,0,"[{""amount"": 142, ""date"": ""2023-05-31""}, {""amount"": 844, ""date"": ""2023-02-02""}, {""amount"": 460, ""date"": ""2023-08-09""}, {""amount"": 671, ""date"": ""2023-10-31""}, {""amount"": 977, ""date"": ""2023-06-06""}, {""amount"": 750, ""date"": ""2023-10-05""}, {""amount"": 815, ""date"": ""2023-12-02""}, {""amount"": 237, ""date"": ""2023-01-25""}, {""amount"": 405, ""date"": ""2023-11-03""}, {""amount"": 536, ""date"": ""2023-09-28""}]"
46,Customer_46,57.0,16102.0,38671,26,595,1,"[{""amount"": 249, ""date"": ""2023-10-10""}, {""amount"": 146, ""date"": ""2023-08-07""}, {""amount"": 360, ""date"": ""2023-02-08""}, {""amount"": 433, ""date"": ""2023-03-15""}, {""amount"": 426, ""date"": ""2023-10-19""}, {""amount"": 112, ""date"": ""2023-05-14""}, {""amount"": 156, ""date"": ""2023-10-12""}, {""amount"": 310, ""date"": ""2023-08-06""}, {""amount"": 327, ""date"": ""2023-12-31""}, {""amount"": 115, ""date"": ""2023-12-18""}, {""amount"": 391, ""date"": ""2023-09-12""}, {""amount"": 832, ""date"": ""2023-04-06""}, {""amount"": 239, ""date"": ""2023-06-03""}, {""amount"": 630, ""date"": ""2023-04-07""}, {""amount"": 160, ""date"": ""2023-04-01""}, {""amount"": 919, ""date"": ""2023-03-10""}, {""amount"": 370, ""date"": ""2023-09-19""}]"
47,Customer_47,50.0,10075.0,40509,58,556,0,"[{""amount"": 228, ""date"": ""2023-06-24""}, {""amount"": 360, ""date"": ""2023-11-14""}, {""amount"": 889, ""date"": ""2023-09-09""}, {""amount"": 312, ""date"": ""2023-02-20""}, {""amount"": 483, ""date"": ""2023-04-22""}]"
48,Customer_48,19.0,17265.0,17151,17,708,0,"[{""amount"": 114, ""date"": ""2023-07-03""}, {""amount"": 809, ""date"": ""2023-04-23""}, {""amount"": 541, ""date"": ""2023-01-04""}, {""amount"": 897, ""date"": ""2023-10-17""}, {""amount"": 916, ""date"": ""2023-06-15""}, {""amount"": 886, ""date"": ""2023-07-21""}, {""amount"": 264, ""date"": ""2023-04-23""}, {""amount"": 167, ""date"": ""2023-08-29""}, {""amount"": 233, ""date"": ""2023-03-05""}, {""amount"": 300, ""date"": ""2023-07-21""}, {""amount"": 501, ""date"": ""2023-12-29""}, {""amount"": 970, ""date"": ""2023-04-22""}]"
49,Customer_49,27.0,6378.0,18816,17,516,0,"[{""amount"": 976, ""date"": ""2023-04-14""}, {""amount"": 615, ""date"": ""2023-08-24""}, {""amount"": 681, ""date"": ""2023-06-22""}, {""amount"": 606, ""date"": ""2023-02-11""}, {""amount"": 399, ""date"": ""2023-03-21""}, {""amount"": 962, ""date"": ""2023-05-25""}, {""amount"": 602, ""date"": ""2023-06-11""}, {""amount"": 273, ""date"": ""2023-02-13""}, {""amount"": 683, ""date"": ""2023-03-23""}, {""amount"": 521, ""date"": ""2023-06-19""}, {""amount"": 394, ""date"": ""2023-02-05""}, {""amount"": 405, ""date"": ""2023-07-29""}]"
50,Customer_50,50.0,13463.0,15266,11,708,1,"[{""amount"": 654, ""date"": ""2023-12-12""}, {""amount"": 428, ""date"": ""2023-06-23""}, {""amount"": 243, ""date"": ""2023-08-28""}, {""amount"": 222, ""date"": ""2023-02-22""}, {""amount"": 463, ""date"": ""2023-08-17""}, {""amount"": 391, ""date"": ""2023-04-09""}, {""amount"": 208, ""date"": ""2023-11-09""}, {""amount"": 997, ""date"": ""2023-08-16""}, {""amount"": 192, ""date"": ""2023-01-28""}, {""amount"": 353, ""date"": ""2023-06-19""}, {""amount"": 342, ""date"": ""2023-01-03""}]"
51,Customer_51,49.0,14527.0,41475,54,394,0,"[{""amount"": 380, ""date"": ""2023-01-20""}, {""amount"": 199, ""date"": ""2023-05-04""}, {""amount"": 391, ""date"": ""2023-08-07""}, {""amount"": 304, ""date"": ""2023-06-04""}, {""amount"": 978, ""date"": ""2023-09-29""}, {""amount"": 524, ""date"": ""2023-04-12""}, {""amount"": 115, ""date"": ""2023-12-08""}, {""amount"": 250, ""date"": ""2023-07-06""}, {""amount"": 223, ""date"": ""2023-08-19""}, {""amount"": 103, ""date"": ""2023-03-31""}, {""amount"": 947, ""date"": ""2023-08-06""}, {""amount"": 807, ""date"": ""2023-02-28""}, {""amount"": 337, ""date"": ""2023-07-08""}, {""amount"": 848, ""date"": ""2023-10-07""}, {""amount"": 743, ""date"": ""2023-12-10""}, {""amount"": 965, ""date"": ""2023-05-18""}, {""amount"": 514, ""date"": ""2023-05-09""}, {""amount"": 563, ""date"": ""2023-10-10""}, {""amount"": 673, ""date"": ""2023-11-14""}]"
52,Customer_52,28.0,6452.0,25913,22,666,1,"[{""amount"": 726, ""date"": ""2023-01-03""}, {""amount"": 301, ""date"": ""2023-06-12""}, {""amount"": 900, ""date"": ""2023-03-27""}, {""amount"": 678, ""date"": ""2023-07-08""}, {""amount"": 129, ""date"": ""2023-01-09""}, {""amount"": 184, ""date"": ""2023-08-13""}, {""amount"": 157, ""date"": ""2023-06-06""}, {""amount"": 519, ""date"": ""2023-09-14""}, {""amount"": 850, ""date"": ""2023-09-01""}, {""amount"": 814, ""date"": ""2023-04-21""}, {""amount"": 421, ""date"": ""2023-03-02""}, {""amount"": 174, ""date"": ""2023-07-05""}, {""amount"": 596, ""date"": ""2023-08-10""}, {""amount"": 686, ""date"": ""2023-11-12""}, {""amount"": 156, ""date"": ""2023-02-20""}]"
53,Customer_53,70.0,8743.0,20892,19,794,0,"[{""amount"": 859, ""date"": ""2023-10-16""}, {""amount"": 904, ""date"": ""2023-04-26""}, {""amount"": 325, ""date"": ""2023-10-19""}, {""amount"": 589, ""date"": ""2023-01-06""}, {""amount"": 322, ""date"": ""2023-06-21""}, {""amount"": 197, ""date"": ""2023-10-12""}, {""amount"": 493, ""date"": ""2023-04-12""}, {""amount"": 866, ""date"": ""2023-12-30""}]"
54,Customer_54,41.0,11621.0,24319,14,386,0,"[{""amount"": 209, ""date"": ""2023-04-05""}, {""amount"": 579, ""date"": ""2023-02-27""}, {""amount"": 549, ""date"": ""2023-05-27""}, {""amount"": 866, ""date"": ""2023-07-03""}, {""amount"": 821, ""date"": ""2023-06-16""}, {""amount"": 255, ""date"": ""2023-08-23""}, {""amount"": 363, ""date"": ""2023-09-05""}, {""amount"": 591, ""date"": ""2023-08-24""}, {""amount"": 218, ""date"": ""2023-07-07""}, {""amount"": 972, ""date"": ""2023-09-07""}, {""amount"": 346, ""date"": ""2023-08-13""}, {""amount"": 965, ""date"": ""2023-08-22""}, {""amount"": 830, ""date"": ""2023-06-26""}, {""amount"": 770, ""date"": ""2023-03-30""}, {""amount"": 459, ""date"": ""2023-02-14""}, {""amount"": 798, ""date"": ""2023-12-04""}, {""amount"": 821, ""date"": ""2023-02-14""}, {""amount"": 261, ""date"": ""2023-11-09""}]"
55,Customer_55,53.0,7630.0,11584,33,815,0,"[{""amount"": 530, ""date"": ""2023-09-20""}, {""amount"": 331, ""date"": ""2023-05-29""}, {""amount"": 997, ""date"": ""2023-07-29""}, {""amount"": 683, ""date"": ""2023-02-06""}, {""amount"": 460, ""date"": ""2023-02-11""}, {""amount"": 269, ""date"": ""2023-11-15""}, {""amount"": 814, ""date"": ""2023-01-08""}, {""amount"": 929, ""date"": ""2023-03-14""}, {""amount"": 981, ""date"": ""2023-05-31""}, {""amount"": 371, ""date"": ""2023-08-06""}]"
56,Customer_56,29.0,13528.0,29509,12,506,0,"[{""amount"": 645, ""date"": ""2023-08-16""}, {""amount"": 266, ""date"": ""2023-10-14""}, {""amount"": 976, ""date"": ""2023-10-25""}, {""amount"": 433, ""date"": ""2023-06-13""}, {""amount"": 685, ""date"": ""2023-12-31""}, {""amount"": 863, ""date"": ""2023-09-26""}, {""amount"": 162, ""date"": ""2023-05-23""}, {""amount"": 582, ""date"": ""2023-07-24""}, {""amount"": 461, ""date"": ""2023-04-23""}, {""amount"": 453, ""date"": ""2023-11-28""}, {""amount"": 348, ""date"": ""2023-07-07""}, {""amount"": 666, ""date"": ""2023-08-03""}, {""amount"": 968, ""date"": ""2023-07-01""}, {""amount"": 923, ""date"": ""2023-03-08""}, {""amount"": 164, ""date"": ""2023-12-02""}]"
