Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0.0003933385778477046,0.0,0.651603452,0.4933333333333334,0.0,0.14520308550749514,0.46457350922222884,0.55,0.0,0.2,0.0,0.0
0.0004000053334044453,0.0,0.027399502,0.64,0.0,0.004837949854937708,0.3342684892258103,0.15000000000000002,0.0,0.0,0.0,0.0
0.00041333884451792686,0.0,0.009788862,0.33333333333333337,0.0,0.6331132518815683,0.19853160627947233,0.30000000000000004,0.0,0.4,0.0,1.0
0.0004200056000746676,0.0,0.337520702,0.52,0.0,0.33111632242506056,0.2686086074135976,0.5,0.0,0.4,0.0,0.0
0.0004266723556314084,0.0,0.0,0.6133333333333334,0.0,0.3257605613706926,0.22204978212857399,0.1,0.0,0.2,0.0,0.0
0.00046000613341511213,0.0,0.265898391,0.2,0.0,0.15813523471681087,0.500447681012356,0.30000000000000004,0.0,0.4,0.0,0.5
0.0005000066667555567,0.0,0.122295933,0.10666666666666669,0.0,0.4182910112850774,0.2865158479078374,0.25,0.0,0.2,0.0,0.0
0.0005066734223122975,0.0,0.460376317,0.21333333333333332,0.0,0.04465400293583471,0.29696173819614397,0.30000000000000004,0.0,0.0,0.0,0.0
0.0005133401778690382,0.0,0.335558577,0.64,0.0,0.16285428739628827,0.8953620247119919,0.7000000000000001,0.0,0.4,0.0,0.5
0.0005266736889825198,0.0,0.183316667,0.41333333333333333,0.0,0.06691940278056553,0.6466304542470006,0.7000000000000001,0.0,0.4,0.0,0.5
0.0005333404445392604,0.0,0.074861676,0.6,0.0,0.1257573100492989,0.2686086074135976,0.15000000000000002,0.0,0.2,0.0,0.0
0.000546673955652742,0.0,0.054497069,0.4666666666666667,0.0,0.29627755861975036,0.29546946815495734,0.9,0.0,0.4,0.0,0.0
0.0005533407112094827,0.0,0.029164236,0.13333333333333336,0.0,0.23787372148435584,0.1969796454366382,0.5,0.0,0.2,0.0,0.0
0.0005600074667662235,0.0,0.0,0.4933333333333334,0.0,0.19037089164276078,0.2916492568495195,0.45,0.0,0.2,0.0,0.5
0.0005866744889931865,0.0,0.080564168,0.52,0.0,0.2934276291526921,0.29343998089894346,0.75,0.0,0.4,0.0,0.0
0.000600008000106668,0.0,0.023767433,0.8266666666666667,0.0,0.07454647202324502,0.6267534172983943,0.65,0.0,0.0,0.0,0.0
0.0006133415112201495,0.0,0.888822236,0.17333333333333334,0.0,0.22183930861812137,0.18205694502477168,0.2,0.0,0.0,0.0,0.5
0.0006200082667768903,0.0,0.791173628,0.30666666666666664,0.0,0.30855780084840895,0.185041485107145,0.25,0.0,0.2,0.0,0.0
0.0006400085334471126,0.0,0.010531379,0.48,0.0,0.16900615792407708,0.34107324061362143,0.30000000000000004,0.0,0.2,0.0,0.0
0.0006466752890038533,0.0,0.363199686,0.14666666666666667,0.0,0.28935396924954615,0.17310332477765178,0.2,0.0,0.2,0.0,0.0
0.000653342044560594,0.0,0.032617977,0.72,0.0,0.004094165375498239,0.44768101235599594,0.2,0.0,0.0,0.0,0.0
0.0006666755556740756,0.0,0.019387779,0.17333333333333334,0.0,0.19625622414896077,0.2387632065898645,0.45,0.0,0.2,0.0,0.0
0.0006733423112308164,0.0,0.634485057,0.41333333333333333,0.0,0.08324221762151006,0.16056825643168388,0.1,0.0,0.0,0.0,0.0
0.0006800090667875571,0.0,0.888008615,0.30666666666666664,0.0,0.18019517699066356,0.29296245448576375,0.4,0.0,0.0,0.0,0.5
0.0006866758223442979,0.0,0.003108849,0.48,0.0,0.15592377615709485,0.49740345012833526,0.35000000000000003,0.0,0.2,0.0,0.0
0.0007000093334577793,0.0,0.018886792,0.7866666666666666,0.0,0.002094793604207265,0.6004894645735093,0.25,0.0,0.0,0.0,0.0
0.0007066760890145201,0.0,0.635415157,0.14666666666666667,0.0,0.31282000535729176,0.17907240494239837,0.2,0.0,0.2,0.0,0.5
0.0007133428445712609,0.0,0.9999999,0.5466666666666667,0.0,0.39996978933870714,0.4962693248970334,0.4,0.0,0.6000000000000001,0.0,0.0
0.0007266763556847424,0.0,0.096737158,0.3466666666666667,0.0,0.005870359711731416,0.477526413179729,0.1,0.0,0.0,0.0,1.0
0.0007400098667982239,0.0,0.186987534,0.41333333333333333,0.0,0.014447795243911016,0.20891780576613145,0.2,0.0,0.0,0.0,0.0
0.0007466766223549647,0.0,0.006541851,0.6266666666666667,0.0,0.06508736139626503,0.5969080164746613,0.5,0.0,0.4,0.0,0.5
0.0007666768890251869,0.0,0.06790706,0.33333333333333337,0.0,0.08978439605307792,0.6088461768041545,0.30000000000000004,0.0,0.4,0.0,0.0
0.0007733436445819277,0.0,0.033461782,0.30666666666666664,0.0,0.7487076667367005,0.24276249030024474,0.25,0.0,0.4,0.0,0.5
0.0007866771556954092,0.0,0.015271802,0.6266666666666667,0.0,0.07400809332862601,0.4875544678565033,0.30000000000000004,0.0,0.0,0.0,0.0
0.00079334391125215,0.0,0.51712072,0.13333333333333336,0.0,0.07451923075041317,0.029845400823733062,0.15000000000000002,0.0,0.0,0.0,0.0
0.0008000106668088907,0.0,0.317975796,0.17333333333333334,0.0,0.17940484346916477,0.2686086074135976,0.55,0.0,0.4,0.0,0.0
0.0008066774223656315,0.0,0.297594642,0.6133333333333334,0.0,0.1442229416326636,0.2474183728287471,0.65,0.0,0.0,0.0,0.0
0.0008266776890358537,0.0,0.003722015,0.4933333333333334,0.0,0.38136397590801074,0.19268190771802066,0.25,0.0,0.2,0.0,0.0
0.0008333444445925945,0.0,0.0,0.5333333333333333,0.0,0.13407759589041696,0.1969796454366382,0.7000000000000001,0.0,0.2,0.0,0.0
0.0008533447112628168,0.0,0.0,0.5066666666666667,0.0,0.21178066176888866,0.2686086074135976,0.6000000000000001,0.0,0.2,0.0,0.0
0.0008666782223762983,0.0,0.011498563,0.7466666666666668,0.0,0.0012031238002739822,0.059690801647466124,0.05,0.0,0.0,0.0,0.0
0.000873344977933039,0.0,0.0,0.36,0.0,0.3116007363502898,0.27159314749597085,0.35000000000000003,0.0,0.4,0.0,0.0
0.0008800117334897798,0.0,0.163037489,0.8,0.0,0.052076636479030096,0.16420939533217932,0.35000000000000003,0.0,0.0,0.0,0.5
0.0008866784890465205,0.0,0.047311582,0.4,0.0,0.06077054307008391,0.1880260251895183,0.25,0.0,0.0,0.0,0.0
0.0008933452446032613,0.0,0.083880003,0.42666666666666664,0.0,0.12022044953823133,0.47412403748582344,0.4,0.0,0.2,0.0,0.0
0.0009000120001600021,0.0,0.089478348,0.4666666666666667,0.0,0.6418469476276634,0.16116516444815854,0.55,0.0,0.2,0.0,1.0
0.0009066787557167428,0.0,0.773519223,0.56,0.0,0.6799792709804843,0.2470602280188623,0.6000000000000001,0.0,0.2,0.0,0.5
0.0009133455112734836,0.0,0.093962275,0.45333333333333337,0.0,0.06747340039104724,0.5640780755685549,0.30000000000000004,0.0,0.4,0.0,0.0
0.0009200122668302244,0.0,0.21955042,0.44000000000000006,0.0,0.19027387347450822,0.323345072524324,1.0,0.0,0.4,0.0,0.5
0.000926679022386965,0.0,0.147996253,0.45333333333333337,0.0,0.1945519299365133,0.4058377604011222,0.25,0.0,0.2,0.0,0.0
0.0009533460446139281,0.0,0.116676791,0.13333333333333336,0.0,0.20689962651612182,0.22682504626037128,0.35000000000000003,0.0,0.2,0.0,0.0
0.0009666795557274096,0.0,0.496911825,0.2533333333333333,0.0,0.27239695825967214,0.7461350205933266,0.55,0.0,0.4,0.0,1.0
0.0009866798223976318,0.0,0.072277109,0.17333333333333334,0.0,0.015603083780972065,0.12433593983167195,0.1,0.0,0.0,0.0,0.0
0.0010066800890678543,0.0,0.050789842,0.12,0.0,0.18978458495175576,0.2387632065898645,0.2,0.0,0.2,0.0,0.5
0.001013346844624595,0.0,0.0,0.09333333333333332,0.0,0.08708268550907113,0.18898107801587777,0.35000000000000003,0.0,0.0,0.0,0.0
0.0010200136001813356,0.0,0.21286031,0.2,0.0,0.33947090809910535,0.5720169521876679,0.5,0.0,0.4,0.0,0.5
0.0010266803557380765,0.0,0.012682366,0.52,0.0,0.24868133563394057,0.40738972124395634,1.0,0.0,0.4,0.0,0.0
0.001040013866851558,0.0,0.040795358,0.3733333333333333,0.0,0.482934707675409,0.185041485107145,0.55,0.0,0.2,0.0,0.0
0.0010800144001920024,0.0,0.323719804,0.56,0.0,0.36782629172403947,0.3071688652778607,0.45,0.0,0.4,0.0,1.0
0.0010866811557487433,0.0,0.36459777,0.28,0.0,0.35762433117531217,0.4128215841938757,0.35000000000000003,0.0,0.6000000000000001,0.0,0.0
0.0011133481779757063,0.0,0.170103002,0.2,0.0,0.0833764789976889,0.461648659941503,0.4,0.0,0.0,0.0,0.0
0.001120014933532447,0.0,0.771845631,0.15999999999999998,0.0,0.5133019067795647,0.29845400823733065,0.35000000000000003,0.0,0.6000000000000001,0.0,0.0
0.0011266816890891877,0.0,0.05538241,0.68,0.0,0.05364753341986587,0.2686086074135976,0.2,0.0,0.0,0.0,0.0
0.00114668195575941,0.0,0.008632035,0.7733333333333334,0.0,0.21988068283961185,0.25070136691935774,0.45,0.0,0.2,0.0,0.0
0.0011533487113161507,0.0,0.13527952,0.4933333333333334,0.0,0.2059429603924882,0.5643765295767922,0.55,0.0,0.4,0.0,1.0
0.0011600154668728916,0.0,0.167571389,0.64,0.0,0.1991558417362028,0.29845400823733065,0.5,0.0,0.2,0.0,0.5
0.0011733489779863731,0.0,0.068335151,0.72,0.0,0.006580367638292076,0.6007879185817466,0.45,0.0,0.0,0.0,0.0
0.0011800157335431138,0.0,0.0,0.2666666666666667,0.0,0.5464865402017457,0.1432579239539187,0.30000000000000004,0.0,0.2,0.0,0.0
0.0012466832891105213,0.0,0.03833451,0.4666666666666667,0.0,0.26429690045697785,0.29845400823733065,0.35000000000000003,0.0,0.4,0.0,0.0
0.0012600168002240028,0.0,0.043032042,0.5733333333333334,0.0,0.19992813805337775,0.40786724765713606,0.7000000000000001,0.0,0.4,0.0,0.0
0.001306684089121188,0.0,0.231692268,0.2533333333333333,0.0,0.07205530672920203,0.1969796454366382,0.35000000000000003,0.0,0.0,0.0,0.0
0.0013200176002346696,0.0,0.035489848,0.64,0.0,0.18573051222168332,0.20294872560138483,0.45,0.0,0.2,0.0,0.0
0.0013266843557914105,0.0,0.045423864,0.5733333333333334,0.0,0.10917903157498485,0.3103921685668239,0.2,0.0,0.2,0.0,0.0
0.0013333511113481512,0.0,0.311954668,0.5333333333333333,0.0,0.16215144581708216,0.5889094490539009,0.6000000000000001,0.0,0.4,0.0,1.0
0.0013466846224616327,0.0,0.137609462,0.3733333333333333,0.0,0.2586496152103523,0.43407150958037366,0.55,0.0,0.4,0.0,0.0
0.0013533513780183734,0.0,0.030173038,0.5733333333333334,0.0,0.1046979021094089,0.5372172148271952,0.4,0.0,0.2,0.0,0.0
0.0013600181335751142,0.0,0.021978375,0.2533333333333333,0.0,0.2672134225790727,0.5969080164746613,0.6000000000000001,0.0,1.0,0.0,1.0
0.001366684889131855,0.0,0.443696851,0.08000000000000002,0.0,0.014656703813586648,0.3481764460096699,0.2,0.0,0.0,0.0,0.0
0.0013866851558020773,0.0,0.292365949,0.3866666666666667,0.0,0.25301737501781074,0.5222945144153286,0.4,0.0,0.4,0.0,0.0
0.0014133521780290402,0.0,0.9999999,0.5466666666666667,0.0,0.029902468011687434,0.35814480988479674,0.05,0.0,0.0,0.0,0.0
0.0014333524446992626,0.0,0.028113957,0.5333333333333333,0.0,0.018877455389784283,0.1313197636244255,0.6000000000000001,0.0,0.0,0.0,0.0
0.0014466859558127441,0.0,0.593985244,0.56,0.0,0.20033890084777828,0.31337670864919714,0.2,0.0,0.4,0.0,0.0
0.0014600194669262257,0.0,0.611865678,0.68,0.0,0.027569120728434635,0.45365009252074256,0.15000000000000002,0.0,0.2,0.0,0.0
0.001473352978039707,0.0,0.009025178,0.32000000000000006,0.0,0.22691713209441208,0.4874947770548559,0.2,0.0,0.2,0.0,1.0
0.0014800197335964479,0.0,0.260271523,0.30666666666666664,0.0,0.17875511632023802,0.4155673610696592,0.55,0.0,0.2,0.0,0.0
0.0014933532447099294,0.0,0.080288098,0.21333333333333332,0.0,0.19416535544619515,0.35814480988479674,0.35000000000000003,0.0,0.2,0.0,0.0
0.001506686755823411,0.0,0.181557324,0.2,0.0,0.33764487931696724,0.11938160329493225,0.35000000000000003,0.0,0.2,0.0,0.5
0.0015133535113801516,0.0,0.147123525,0.2666666666666667,0.0,0.26255869721569003,0.3820211305437832,0.25,0.0,0.2,0.0,1.0
0.0015266870224936331,0.0,0.0,0.7333333333333334,0.0,0.001484893546619784,0.4598579358920791,0.15000000000000002,0.0,0.0,0.0,0.0
0.0015333537780503738,0.0,0.196372799,0.29333333333333333,0.0,0.32365417852850653,0.15519608428341194,0.5,0.0,0.2,0.0,0.0
0.0015400205336071147,0.0,0.083945242,0.5733333333333334,0.0,0.35411612022519395,0.17310332477765178,0.30000000000000004,0.0,0.2,0.0,0.0
0.0015466872891638553,0.0,0.034833091,0.6133333333333334,0.0,0.277143437076164,0.7709663940786725,0.45,0.0,0.4,0.0,0.0
0.0015533540447205962,0.0,0.787522133,0.41333333333333333,0.0,0.2130816142494343,0.2635945800752104,0.6000000000000001,0.0,0.0,0.0,0.5
0.0015666875558340778,0.0,0.125429152,0.45333333333333337,0.0,0.2870541275456145,0.29845400823733065,0.15000000000000002,0.0,0.4,0.0,0.0
0.0015733543113908184,0.0,0.06037487,0.28,0.0,0.34845797857352223,0.3481764460096699,0.8500000000000001,0.0,0.4,0.0,1.0
0.0015866878225043,0.0,0.295928252,0.3466666666666667,0.0,0.1708731825968331,0.8356712230645258,0.30000000000000004,0.0,0.4,0.0,0.5
0.0016000213336177815,0.0,0.002856735,0.6933333333333334,0.0,0.00017203027280697077,0.6267534172983943,0.5,0.0,0.0,0.0,0.0
0.001613354844731263,0.0,0.9999999,0.6266666666666667,0.0,0.024383556186914845,0.35814480988479674,0.0,0.0,0.0,0.0,0.0
0.0016200216002880037,0.0,0.053431552,0.2666666666666667,0.0,0.1226270000270004,0.5372172148271952,0.15000000000000002,0.0,0.2,0.0,0.0
0.0016400218669582259,0.0,0.114561798,0.2533333333333333,0.0,0.21675717064062947,0.5969080164746613,1.0,0.0,0.4,0.0,1.0
0.0016466886225149668,0.0,0.012151003,0.76,0.0,0.005351374895714848,0.2686086074135976,0.6000000000000001,0.0,0.0,0.0,0.0
0.0016533553780717074,0.0,0.081310737,0.8,0.0,0.09969832977493165,0.1989494418910046,0.2,0.0,0.0,0.0,0.0
0.0016600221336284483,0.0,0.09811305,0.3733333333333333,0.0,0.15476673351787062,0.3954515609144631,0.45,0.0,0.4,0.0,0.0
0.0016733556447419298,0.0,0.011883886,0.44000000000000006,0.0,0.05594914307572028,0.5819853160627947,0.4,0.0,0.2,0.0,1.0
0.001693355911412152,0.0,0.0,0.026666666666666672,0.0,0.0,0.10296663284187907,0.05,0.0,0.0,0.0,0.0
0.0017066894225256336,0.0,0.15576324,0.30666666666666664,0.0,0.1674478582428545,0.2880081179490241,0.2,0.0,0.2,0.0,1.0
0.0017133561780823742,0.0,0.0,0.56,0.0,0.004810636924653941,0.5603175550647645,0.45,0.0,0.0,0.0,0.0
0.0017266896891958558,0.0,0.034645112,0.5866666666666667,0.0,0.07538483470459131,0.7461350205933266,0.2,0.0,0.2,0.0,0.5
0.0017400232003093373,0.0,0.412398622,0.09333333333333332,0.0,0.022436378740134134,0.29791679102250346,0.25,0.0,0.0,0.0,0.0
0.0017533567114228188,0.0,0.046710961,0.6,0.0,0.6731903392100166,0.14922700411866532,0.6000000000000001,0.0,0.2,0.0,0.0
0.0017600234669795595,0.0,0.976531824,0.14666666666666667,0.0,0.1590186115255533,0.40589745120276965,0.30000000000000004,0.0,0.0,0.0,1.0
0.001773356978093041,0.0,0.267541336,0.5066666666666667,0.0,0.3839439013005962,0.34023756939055694,0.65,0.0,0.4,0.0,0.5
0.001780023733649782,0.0,0.019779326,0.7333333333333334,0.0,0.16086752251922587,0.17310332477765178,0.45,0.0,0.0,0.0,0.0
0.0017866904892065226,0.0,0.010402205,0.6266666666666667,0.0,0.05668797957799714,0.21488688593087807,0.30000000000000004,0.0,0.2,0.0,0.0
0.0017933572447632635,0.0,0.9999999,0.5333333333333333,0.0,0.31887505221562606,0.07670268011699398,0.15000000000000002,0.0,0.2,0.0,0.0
0.0018000240003200041,0.0,0.029816467,0.6266666666666667,0.0,0.10546289538812356,0.2664597385542888,0.6000000000000001,0.0,0.2,0.0,0.5
0.001806690755876745,0.0,0.181713732,0.48,0.0,0.0785542805345754,0.6963528920193398,0.8500000000000001,0.0,0.2,0.0,0.5
0.0018133575114334857,0.0,0.051368557,0.6266666666666667,0.0,0.2681297569983863,0.27863666209037186,0.5,0.0,0.2,0.0,1.0
0.0018333577781037079,0.0,0.008099838,0.64,0.0,0.23478088168560857,0.4973437593266878,0.15000000000000002,0.0,0.2,0.0,0.0
0.0018400245336604487,0.0,0.0,0.30666666666666664,0.0,0.1965363271068453,0.3978988837820092,0.2,0.0,0.4,0.0,0.5
0.0018466912892171894,0.0,0.006099797,0.09333333333333332,0.0,0.08395934131369448,0.22384050617799797,0.4,0.0,0.0,0.0,0.0
0.001860024800330671,0.0,0.941072508,0.2533333333333333,0.0,0.10729606402242388,0.5285620485883126,0.45,0.0,0.2,0.0,0.0
0.0018733583114441525,0.0,0.691488418,0.28,0.0,0.16422303023499532,0.9699755267713246,0.55,0.0,0.2,0.0,0.5
0.0018800250670008931,0.0,0.112855258,0.5733333333333334,0.0,0.1852112269260995,0.15830000596908017,0.30000000000000004,0.0,0.2,0.0,0.0
0.0018933585781143747,0.0,0.048244493,0.5466666666666667,0.0,0.15829622070957167,0.9917626693726497,0.55,0.0,0.2,0.0,0.5
0.0019066920892278562,0.0,0.9999999,0.5466666666666667,0.0,0.0,0.32710559302811437,0.15000000000000002,0.0,0.0,0.0,0.0
0.0019200256003413377,0.0,0.144878408,0.6,0.0,0.17129287547536673,0.5312481346624486,0.45,0.0,0.2,0.0,0.0
0.0019266923558980784,0.0,0.191001932,0.44000000000000006,0.0,0.42490322192937363,0.3032889631707754,0.5,0.0,0.4,0.0,1.0
0.0019400258670115602,0.0,0.679813777,0.8266666666666667,0.0,0.41524575444305273,0.2516564197457172,0.30000000000000004,0.0,0.4,0.0,0.0
0.0019600261336817824,0.0,0.025856408,0.6133333333333334,0.0,0.050460883177625114,0.7792037247060228,0.65,0.0,0.2,0.0,0.0
0.0019866931559087454,0.0,0.897203427,0.6266666666666667,0.0,0.4743862109148591,0.2387632065898645,0.4,0.0,0.4,0.0,0.0
0.001993359911465486,0.0,0.25889775,0.15999999999999998,0.0,0.3236275370104823,0.292484928072584,0.15000000000000002,0.0,0.2,0.0,0.5
0.0020133601781357085,0.0,0.9999999,0.6,0.0,0.028081237268010074,0.6924132991106071,0.1,0.0,0.0,0.0,0.5
0.0020266936892491903,0.0,0.865423051,0.36,0.0,0.04567307667844802,0.029845400823733062,0.05,0.0,0.0,0.0,0.0
0.0020466939559194122,0.0,0.081238383,0.4,0.0,0.040242635913756375,0.4626037127678625,0.7000000000000001,0.0,0.0,0.0,1.0
0.002053360711476153,0.0,0.948762809,0.08000000000000002,0.0,0.08728263268211368,0.2486718796633439,0.25,0.0,0.0,0.0,0.0
0.0020666942225896347,0.0,0.016598893,0.12,0.0,0.08224084567817255,0.08953620247119919,0.25,0.0,0.0,0.0,0.0
0.002080027733703116,0.0,0.093638481,0.3733333333333333,0.0,0.02579461907369155,0.49740345012833526,0.5,0.0,0.0,0.0,0.5
0.002106694755930079,0.0,0.948978489,0.48,0.0,0.02634135880797258,0.477526413179729,0.15000000000000002,0.0,0.0,0.0,0.5
0.0021133615114868197,0.0,0.0,0.5066666666666667,0.0,0.0,0.25070136691935774,0.35000000000000003,0.0,0.0,0.0,0.5
0.002140028533713783,0.0,0.022890604,0.21333333333333332,0.0,0.1737104889112493,0.36411389004954337,0.8,0.0,0.2,0.0,0.0
0.002146695289270524,0.0,0.283821988,0.56,0.0,0.45174351230577003,0.07425535724944786,0.45,0.0,0.0,0.0,0.0
0.002160028800384005,0.0,0.155240525,0.41333333333333333,0.0,0.29115691168673624,0.4146123082432997,0.75,0.0,0.4,0.0,0.5
0.0021866958226109683,0.0,0.727560021,0.22666666666666668,0.0,0.42901662462097434,0.14463081239181041,0.30000000000000004,0.0,0.2,0.0,0.5
0.002193362578167709,0.0,0.687779097,0.5466666666666667,0.0,0.15022241783595935,0.42320778368053485,0.75,0.0,0.0,0.0,0.0
0.0022000293337244496,0.0,0.9999999,0.10666666666666669,0.0,0.0,0.29648421178296425,0.0,0.0,0.0,0.0,0.0
0.0022066960892811903,0.0,0.033708851,0.2666666666666667,0.0,0.2461080322329406,0.38799021070852985,0.45,0.0,0.2,0.0,1.0
0.0022133628448379314,0.0,0.0,0.10666666666666669,0.0,0.11678078466141868,0.17907240494239837,0.35000000000000003,0.0,0.0,0.0,0.0
0.0022333631115081533,0.0,0.053589282,0.8800000000000001,0.0,0.0009239180659469709,0.3111681489882409,0.2,0.0,0.0,0.0,0.0
0.0022400298670648944,0.0,0.100773109,0.2666666666666667,0.0,0.12028918047571953,0.5509460992061124,0.35000000000000003,0.0,0.2,0.0,0.0
0.002246696622621635,0.0,0.0,0.5333333333333333,0.0,0.839998263890481,0.054497701904136574,0.55,0.0,0.4,0.0,0.0
0.0022533633781783757,0.0,0.399946674,0.09333333333333332,0.0,0.11423195860296254,0.2387632065898645,0.30000000000000004,0.0,0.0,0.0,0.5
0.002266696889291857,0.0,0.072318616,0.6666666666666667,0.0,0.25677000411692535,0.25667044708410436,0.4,0.0,0.4,0.0,0.5
0.002273363644848598,0.0,0.203959597,0.33333333333333337,0.0,0.04390658379774202,0.9610219065242046,0.30000000000000004,0.0,0.2,0.0,1.0
0.002280030400405339,0.0,0.9999999,0.12,0.0,0.05440005589329422,0.3342684892258103,0.05,0.0,0.0,0.0,0.0
0.00229336391151882,0.0,0.429246267,0.5066666666666667,0.0,0.22957741860957984,0.9507550886408405,0.8500000000000001,0.0,0.2,0.0,0.5
0.0023133641781890426,0.0,0.360907571,0.68,0.0,0.21477923347991174,0.22067689369068227,0.30000000000000004,0.0,0.2,0.0,0.0
0.0023200309337457832,0.0,0.335737457,0.3866666666666667,0.0,0.27532240022912124,0.34459499791082193,0.45,0.0,0.2,0.0,0.5
0.002360031467086228,0.0,0.9999999,0.21333333333333332,0.0,0.11117481384988222,0.2686086074135976,0.1,0.0,0.0,0.0,0.5
0.0023733649781997094,0.0,0.630073985,0.22666666666666668,0.0,0.33921555887679344,0.11257685190712112,0.15000000000000002,0.0,0.2,0.0,0.0
0.0023866984893131907,0.0,0.028423247,0.5066666666666667,0.0,0.020462884943598325,0.8553691876081896,0.6000000000000001,0.0,0.2,0.0,0.0
0.002393365244869932,0.0,0.143427862,0.6133333333333334,0.0,0.07193659140710705,0.33820808213454306,0.45,0.0,0.0,0.0,0.0
0.0024000320004266724,0.0,0.186682782,0.12,0.0,0.42038280852390053,0.14922700411866532,0.35000000000000003,0.0,0.4,0.0,1.0
0.0024133655115401538,0.0,0.457526639,0.4,0.0,0.2008716758092252,0.477526413179729,0.8,0.0,0.4,0.0,1.0
